Date,symbol,DATE_OF_LAST_EXECUTIVE_CHANGE,TOT_STK_AWD_GIVEN_TO_CEO_EQUIV,TOT_OPT_AWD_GIVEN_TO_CEO_EQUIV,TOT_BONUSES_PAID_TO_CEO_EQUIV,TOT_N_EQT_INCENT_GVN_TO_CEO_EQ,COMP_LKD_LAST_CEO_&_EQUIV_CHG_D,ALL_OTHER_COMP_AW_TO_CEO_EQUIV
2014-12-31,HSY UN Equity,20141231,3947534,4123889,0,1018395.0,20110517,15594544.0
2023-12-31,SYF UN Equity,20231101,13550032,0,0,3870900.0,20210401,14163438.0
2022-12-31,SYF UN Equity,20221231,8200011,0,0,3968800.0,20210401,8650449.0
2021-12-31,SYF UN Equity,20210614,14250015,0,0,5250000.0,20210401,15005643.0
2020-12-31,SYF UN Equity,20190502,9000048,0,2232500,0.0,20130101,9533013.0
2019-12-31,SYF UN Equity,20190502,8000027,0,0,2451000.0,20130101,8543308.0
2018-12-31,SYF UN Equity,20180101,6800052,1200023,0,2681400.0,20130101,8592738.0
2017-12-31,SYF UN Equity,20130101,7800060,1199408,0,2655500.0,20130101,9701349.0
2016-12-31,SYF UN Equity,20130101,4675026,825428,0,2923800.0,20130101,6243635.0
2015-12-31,SYF UN Equity,20130101,1400016,599742,912500,5318600.0,20130101,5185956.0
2014-12-31,SYF UN Equity,20130101,6156088,2636436,2287500,0.0,20130101,11614911.0
2023-12-31,HRL UN Equity,20220101,2000038,1999841,0,1347400.0,20161031,4405887.0
2022-12-31,HRL UN Equity,20221030,1750042,1749732,200,4733850.0,20161031,3744052.0
2021-12-31,HRL UN Equity,20210630,1675044,1674704,200,4792500.0,20161031,4154197.0
2020-12-31,HRL UN Equity,20200618,1625047,1625184,300,5410600.0,20161031,3902870.0
2019-12-31,HRL UN Equity,20190129,0,2750350,400,3309597.0,20161031,4081510.0
2018-12-31,HRL UN Equity,20180606,0,2374691,250,2955987.0,20161031,2514268.0
2017-12-31,HRL UN Equity,20161031,0,1950122,400,2108771.0,20161031,3361051.0
2016-12-31,HRL UN Equity,20161030,0,3000281,400,5492200.0,20161030,5680781.0
2015-12-31,HRL UN Equity,20111031,0,2999700,300,4629350.0,20060101,3825235.0
2014-12-31,HRL UN Equity,20111031,0,3000376,300,3615950.0,20060101,5046143.0
2023-12-31,MDLZ UW Equity,20230605,10625963,3501056,0,4417500.0,20171120,15050675.0
2022-12-31,MDLZ UW Equity,20200201,8613541,2607905,0,4446950.0,20171120,11941056.0
2021-12-31,MDLZ UW Equity,20210111,9120315,2320357,0,2525250.0,20171120,12115400.0
2020-12-31,MDLZ UW Equity,20190101,9199084,2021572,0,3420550.0,20171120,11972143.0
2019-12-31,MDLZ UW Equity,20190831,9510317,2140647,0,4663925.0,20171120,12001524.0
2018-12-31,MDLZ UW Equity,20180801,7947822,2097003,0,2918850.0,20171120,10601050.0
2017-12-31,MDLZ UW Equity,20171120,38159066,3685080,10000000,3320100.0,20171120,44664866.0
2016-12-31,MDLZ UW Equity,20160101,8031797,3167855,0,2635200.0,20060626,12506876.0
2015-12-31,MDLZ UW Equity,20151231,9750685,2562811,0,3816000.0,20060626,14258812.0
2014-12-31,MDLZ UW Equity,20141201,8185127,2211924,0,3600000.0,20060626,15839946.0
2023-12-31,CNP UN Equity,20230505,9900034,0,0,4068750.0,20200701,10642456.0
2022-12-31,CNP UN Equity,20220101,8481240,0,0,3407250.0,20200701,9037384.0
2021-12-31,CNP UN Equity,20210721,33359999,0,0,2116125.0,20200701,34268685.0
2020-12-31,CNP UN Equity,20200928,10442615,0,364384,2463750.0,20200701,17524763.0
2019-12-31,CNP UN Equity,20190422,5953495,0,0,0.0,20140101,6416871.0
2018-12-31,CNP UN Equity,20150303,5480987,0,0,1875593.0,20140101,5767388.0
2017-12-31,CNP UN Equity,20150303,4799991,0,0,1766458.0,20140101,5103142.0
2016-12-31,CNP UN Equity,20150303,3976820,0,0,1315413.0,20140101,4426298.0
2015-12-31,CNP UN Equity,20151001,2643980,0,0,1039882.0,20140101,2856338.0
2014-12-31,CNP UN Equity,20141231,2700141,0,0,1134000.0,20140101,2863291.0
2023-12-31,HUM UN Equity,20230401,10898833,3492874,0,0.0,20130101,14857491.0
2022-12-31,HUM UN Equity,20221231,9638547,2785410,0,3072394.0,20130101,12776985.0
2021-12-31,HUM UN Equity,20210731,9828769,2779774,0,2125407.0,20130101,13053164.0
2020-12-31,HUM UN Equity,20191231,8510832,2809535,0,3292020.0,20130101,11848154.0
2019-12-31,HUM UN Equity,20191231,8479360,2814192,0,3612030.0,20130101,11779356.0
2018-12-31,HUM UN Equity,20170331,8610778,2740664,0,3232669.0,20130101,11806768.0
2017-12-31,HUM UN Equity,20140601,10196821,5279241,0,2671970.0,20130101,15824188.0
2016-12-31,HUM UN Equity,20140601,11888551,4370743,0,1973624.0,20130101,16513330.0
2015-12-31,HUM UN Equity,20140601,4374947,4390051,0,0.0,20130101,9096772.0
2014-12-31,HUM UN Equity,20141211,5062498,1689338,0,1689620.0,20130101,7346827.0
2023-12-31,ITW UN Equity,20231231,3587441,7174971,0,7574565.0,20121015,13533252.0
2022-12-31,ITW UN Equity,20221114,3337430,6674976,0,7350403.0,20121015,13490558.0
2021-12-31,ITW UN Equity,20170430,4887030,6174959,0,7410625.0,20121015,12026997.0
2020-12-31,ITW UN Equity,20170430,2937379,5874987,0,3117342.0,20121015,9545090.0
2019-12-31,ITW UN Equity,20170430,2874971,5749974,0,4755524.0,20121015,9369821.0
2018-12-31,ITW UN Equity,20170430,2749839,5499988,0,5910732.0,20121015,10491037.0
2017-12-31,ITW UN Equity,20170430,2624896,5249987,0,6112840.0,20121015,9743346.0
2016-12-31,ITW UN Equity,20150807,2999974,3999996,0,4840686.0,20121015,8793530.0
2015-12-31,ITW UN Equity,20150807,2849933,3799994,0,3968602.0,20121015,9113120.0
2014-12-31,ITW UN Equity,20130916,2549931,3399993,0,3466420.0,20121015,7449333.0
2023-12-31,CDW UW Equity,20230131,4000020,3999979,0,0.0,20190101,8020376.0
2022-12-31,CDW UW Equity,20210907,3500002,3536819,0,2900000.0,20190101,7230534.0
2021-12-31,CDW UW Equity,20210907,2750029,2823088,0,2430900.0,20190101,5588003.0
2020-12-31,CDW UW Equity,20200702,2050036,2049505,0,1318125.0,20190101,4113972.0
2019-12-31,CDW UW Equity,20190101,1749982,1761389,0,1819510.0,20190101,3530127.0
2018-12-31,CDW UW Equity,20181231,2624989,2664242,0,2770250.0,20181231,5300280.0
2017-12-31,CDW UW Equity,20171231,2249980,2257385,0,1525961.0,20111001,4520081.0
2016-12-31,CDW UW Equity,20160531,2000005,1289272,0,1561768.0,20111001,3301269.0
2015-12-31,CDW UW Equity,20130101,1750017,1546246,0,1519418.0,20111001,4596610.0
2014-12-31,CDW UW Equity,20130101,1625001,1445040,0,1836609.0,20111001,3360938.0
2023-12-31,TT UN Equity,20220101,9487257,2875006,0,4059149.0,20210701,17434695.0
2022-12-31,TT UN Equity,20220101,6082088,2000006,0,3029377.0,20210701,8503318.0
2021-12-31,TT UN Equity,20211231,13841609,4250065,0,6210636.0,20210701,22483642.0
2020-12-31,TT UN Equity,20200401,9262869,2500012,500000,2397000.0,20100204,23800486.0
2019-12-31,TT UN Equity,20170905,7957970,2540028,0,2775000.0,20100204,20052128.0
2018-12-31,TT UN Equity,20170905,8181039,2592247,0,2900000.0,20100204,11335485.0
2017-12-31,TT UN Equity,20170905,8099505,2432076,0,2670000.0,20100204,14790376.0
2016-12-31,TT UN Equity,20151102,7445074,2280485,0,2500000.0,20100204,12572314.0
2015-12-31,TT UN Equity,20151027,7860622,2241176,0,2020000.0,20100204,13974099.0
2014-12-31,TT UN Equity,20131106,7493591,2096815,0,2048200.0,20100204,16119306.0
2023-12-31,IPG UN Equity,20210224,6663055,0,0,6055600.0,20210101,6885760.0
2022-12-31,IPG UN Equity,20210224,5726089,0,0,5801165.0,20210101,5908277.0
2021-12-31,IPG UN Equity,20211231,6295623,985000,2000000,6404500.0,20210101,7467147.0
2020-12-31,IPG UN Equity,20201231,6814513,0,1204800,6887200.0,20201231,7264103.0
2019-12-31,IPG UN Equity,20191231,6906545,0,0,7564625.0,20050119,7375547.0
2018-12-31,IPG UN Equity,20130201,6645940,0,0,8438125.0,20050119,7032605.0
2017-12-31,IPG UN Equity,20120401,7428657,0,0,7548750.0,20050119,7835068.0
2016-12-31,IPG UN Equity,20120401,7507388,0,0,8564600.0,20050119,7913577.0
2015-12-31,IPG UN Equity,20120401,7104293,0,0,5467600.0,20050119,7490502.0
2014-12-31,IPG UN Equity,20120401,6379150,0,0,4705334.0,20050119,6794005.0
2023-12-31,IFF UN Equity,20230612,8249977,0,0,1121250.0,20220214,8326403.0
2022-12-31,IFF UN Equity,20221231,13268951,3242154,0,1405950.0,20220214,28247408.0
2021-12-31,IFF UN Equity,20210927,5723445,0,0,2315150.0,20140901,6152230.0
2020-12-31,IFF UN Equity,20201001,5031869,0,0,907773.0,20140901,5523374.0
2019-12-31,IFF UN Equity,20190501,4744096,0,0,819300.0,20140901,5509784.0
2018-12-31,IFF UN Equity,20161011,4095961,0,0,2634583.0,20140901,4587357.0
2017-12-31,IFF UN Equity,20161011,3042803,0,0,2916010.0,20140901,3531439.0
2016-12-31,IFF UN Equity,20161011,2963837,0,0,1670801.0,20140901,3264432.0
2015-12-31,IFF UN Equity,20150831,3173165,0,0,1702478.0,20140901,3306264.0
2014-12-31,IFF UN Equity,20141218,5704064,0,1000000,3126136.0,20140901,6222500.0
2023-12-31,GNRC UN Equity,20220825,3996222,2004001,0,0.0,20080930,6034966.0
2022-12-31,GNRC UN Equity,20220825,3829669,1920529,0,0.0,20080930,5768498.0
2021-12-31,GNRC UN Equity,20210119,3330212,1670075,0,1497563.0,20080930,5033071.0
2020-12-31,GNRC UN Equity,20160831,2664019,1336020,0,1963769.0,20080930,4053676.0
2019-12-31,GNRC UN Equity,20160831,1750009,1750003,0,1574172.0,20080930,3569532.0
2018-12-31,GNRC UN Equity,20160831,1680077,1680002,0,1627172.0,20080930,3393561.0
2017-12-31,GNRC UN Equity,20160831,1600066,1600011,0,776880.0,20080930,3306618.0
2016-12-31,GNRC UN Equity,20160831,1500042,1500010,0,364800.0,20080930,3047108.0
2015-12-31,GNRC UN Equity,20150702,1125007,1125013,0,0.0,20080930,2283204.0
2014-12-31,GNRC UN Equity,20130331,1250034,1250011,0,0.0,20080930,2654298.0
2023-12-31,K UN Equity,20231002,10995985,1524318,0,2829600.0,20171002,12870579.0
2022-12-31,K UN Equity,20220824,8500566,0,0,3265600.0,20171002,8697440.0
2021-12-31,K UN Equity,20190701,5100134,1931954,0,2100800.0,20171002,7277537.0
2020-12-31,K UN Equity,20190701,4800650,1832100,0,3328000.0,20171002,7017102.0
2019-12-31,K UN Equity,20190701,4524120,1778350,0,1938000.0,20171002,6487962.0
2018-12-31,K UN Equity,20171002,4477410,2384096,0,1725000.0,20171002,7014990.0
2017-12-31,K UN Equity,20171002,6845213,2440613,1500000,2585150.0,20171002,12078864.0
2016-12-31,K UN Equity,20160131,4370730,2673649,0,2243300.0,20110102,8930046.0
2015-12-31,K UN Equity,20160101,3293528,2034560,0,2395800.0,20110102,6275403.0
2014-12-31,K UN Equity,20140701,2443060,2475876,0,1386000.0,20110102,6680087.0
2023-12-31,BR UN Equity,20201130,3936728,4796017,0,1497756.0,20190102,9720855.0
2022-12-31,BR UN Equity,20210727,3701756,3655242,0,1694379.0,20190102,7411349.0
2021-12-31,BR UN Equity,20210630,3138849,3380445,0,1664550.0,20190102,7688606.0
2020-12-31,BR UN Equity,20200302,2867291,2705097,0,1468800.0,20190102,6784775.0
2019-12-31,BR UN Equity,20190102,5337822,5462556,0,2707245.0,20190102,13274040.0
2018-12-31,BR UN Equity,20170901,3056698,3174775,0,1926004.0,20070101,8366709.0
2017-12-31,BR UN Equity,20140901,2235249,2349348,0,1792134.0,20070101,6477154.0
2016-12-31,BR UN Equity,20140901,2027480,2015117,0,1689765.0,20070101,5760471.0
2015-12-31,BR UN Equity,20140901,1749979,2139580,0,1658000.0,20070101,4844350.0
2014-12-31,BR UN Equity,20140623,1494057,1360457,0,1738770.0,20070101,3725928.0
2023-12-31,KMB UN Equity,20220726,10799903,0,0,3530558.0,20190101,11526244.0
2022-12-31,KMB UN Equity,20220901,7500024,3142697,0,2121273.0,20190101,11018038.0
2021-12-31,KMB UN Equity,20210414,6976205,1742254,0,1439886.0,20190101,9213026.0
2020-12-31,KMB UN Equity,20201231,5999975,2295620,0,3383739.0,20190101,8794081.0
2019-12-31,KMB UN Equity,20191231,6000038,1726634,0,2723646.0,20190101,8054474.0
2018-12-31,KMB UN Equity,20181231,7499967,2619837,0,1181421.0,20181231,10408662.0
2017-12-31,KMB UN Equity,20170424,7499944,2300110,0,1853267.0,20031231,12960017.0
2016-12-31,KMB UN Equity,20150427,7499938,2172360,0,2466388.0,20031231,11896968.0
2015-12-31,KMB UN Equity,20151231,6749972,1501759,0,2310615.0,20031231,8549878.0
2014-12-31,KMB UN Equity,20141031,6749976,1601556,0,2328677.0,20031231,11766504.0
2023-12-31,KIM UN Equity,20170227,10001802,0,0,2923056.0,20160101,10028138.0
2022-12-31,KIM UN Equity,20170227,7140515,0,0,3465000.0,20160101,7165048.0
2021-12-31,KIM UN Equity,20170227,5963854,0,0,3500000.0,20160101,5988138.0
2020-12-31,KIM UN Equity,20170227,4866760,0,0,1820000.0,20160101,4893508.0
2019-12-31,KIM UN Equity,20170227,3250511,0,0,2657200.0,20160101,3291367.0
2018-12-31,KIM UN Equity,20170227,2581746,0,0,2121000.0,20160101,2622899.0
2017-12-31,KIM UN Equity,20170227,2387507,0,0,2135000.0,20160101,2428791.0
2016-12-31,KIM UN Equity,20160101,6932865,0,0,1220220.0,20160101,6969610.0
2015-12-31,KIM UN Equity,20151231,1383513,0,0,993580.0,20151231,1392113.0
2014-12-31,KIM UN Equity,20140805,1434581,0,0,974855.0,20091231,1443545.0
2023-12-31,ORCL UN Equity,20221110,0,0,0,4165213.0,20140901,135467.0
2022-12-31,ORCL UN Equity,20170905,0,129275000,0,7799355.0,20140901,129442677.0
2021-12-31,ORCL UN Equity,20170905,0,0,0,9584656.0,20140901,96567.0
2020-12-31,ORCL UN Equity,20191018,0,0,0,0.0,20191018,384846.0
2019-12-31,ORCL UN Equity,20170905,0,0,0,0.0,20140918,1547627.0
2018-12-31,ORCL UN Equity,20150501,0,207400000,0,7225106.0,20140918,207452250.0
2017-12-31,ORCL UN Equity,20150110,44381250,33726150,0,1410928.0,20140918,78251316.0
2016-12-31,ORCL UN Equity,20150110,43740000,36206550,0,0.0,20140918,80165708.0
2015-12-31,ORCL UN Equity,20150110,85603750,81033900,0,0.0,20140918,168228333.0
2014-12-31,ORCL UN Equity,20110425,0,64979600,0,741384.0,19950601,66519866.0
2023-12-31,KR UN Equity,20200807,10367639,2299636,0,4130769.0,20140101,13690579.0
2022-12-31,KR UN Equity,20200807,8800023,2199162,0,4647750.0,20140101,12169622.0
2021-12-31,KR UN Equity,20200807,10900041,2101581,769231,4888929.0,20140101,15374354.0
2020-12-31,KR UN Equity,20191231,8400002,2100170,0,2006450.0,20140101,17811349.0
2019-12-31,KR UN Equity,20171101,4999996,2367858,0,2692833.0,20140101,8033055.0
2018-12-31,KR UN Equity,20171231,5166317,2700116,0,359806.0,20140101,9856302.0
2017-12-31,KR UN Equity,20170101,5125034,2699044,0,719945.0,20140101,11245666.0
2016-12-31,KR UN Equity,20150917,4332252,2300092,0,2999693.0,20140101,7530033.0
2015-12-31,KR UN Equity,20141231,3740251,1951394,0,2441546.0,20140101,9422643.0
2014-12-31,KR UN Equity,20140101,9449680,4733304,0,4897781.0,20140101,18388942.0
2023-12-31,LLY UN Equity,20230503,18840250,0,0,4401433.0,20170101,20543145.0
2022-12-31,LLY UN Equity,20210905,16981250,0,0,2700000.0,20170101,17198135.0
2021-12-31,LLY UN Equity,20210905,14966000,0,0,2475000.0,20170101,17534985.0
2020-12-31,LLY UN Equity,20200203,13587500,0,0,2625500.0,20170101,19599796.0
2019-12-31,LLY UN Equity,20191231,12222000,0,0,2919000.0,20170101,16964242.0
2018-12-31,LLY UN Equity,20180831,10584000,0,0,3633000.0,20170101,12197337.0
2017-12-31,LLY UN Equity,20171231,10200000,0,0,2814000.0,20170101,11631991.0
2016-12-31,LLY UN Equity,20161231,11000000,0,0,2632500.0,20161231,14234633.0
2015-12-31,LLY UN Equity,20130708,11350000,0,0,3622500.0,20080401,11440000.0
2014-12-31,LLY UN Equity,20130708,6750000,0,0,1785000.0,20080401,11196142.0
2023-12-31,L UN Equity,20220510,1000000,0,0,4475000.0,19990101,1468337.0
2022-12-31,L UN Equity,20220630,1000000,0,0,4150000.0,19990101,1314183.0
2021-12-31,L UN Equity,20140513,900000,0,0,3950000.0,19990101,1194523.0
2020-12-31,L UN Equity,20140513,900000,6640,0,3950000.0,19990101,2406399.0
2019-12-31,L UN Equity,20140513,900000,15001,0,3825000.0,19990101,4512872.0
2018-12-31,L UN Equity,20140513,900000,75008,0,3725000.0,19990101,1014569.0
2017-12-31,L UN Equity,20140513,900000,168332,0,3600000.0,19990101,1952773.0
2016-12-31,L UN Equity,20140513,999750,0,0,3425000.0,19990101,1593409.0
2015-12-31,L UN Equity,20140513,776785,0,0,3425000.0,19990101,878399.0
2014-12-31,L UN Equity,20140531,0,758912,0,3425000.0,19990101,6088459.0
2023-12-31,LOW UN Equity,20220430,9172764,3099490,0,3707360.0,20180702,12314645.0
2022-12-31,LOW UN Equity,20201003,8248835,2595136,0,5503040.0,20180702,10918676.0
2021-12-31,LOW UN Equity,20201003,13532435,2233797,0,5800000.0,20180702,15825881.0
2020-12-31,LOW UN Equity,20181119,6410644,2074702,0,1258657.0,20180702,8912712.0
2019-12-31,LOW UN Equity,20181119,14712231,6299486,1712912,332909.0,20180702,21378315.0
2018-12-31,LOW UN Equity,20170331,6422849,1179070,0,2051621.0,20061231,7857037.0
2017-12-31,LOW UN Equity,20161231,6922556,2319098,0,1925716.0,20061231,9444303.0
2016-12-31,LOW UN Equity,20130124,5955842,2988878,0,2657993.0,20061231,9197171.0
2015-12-31,LOW UN Equity,20130124,5813280,4369540,0,2547494.0,20061231,10452451.0
2014-12-31,LOW UN Equity,20121231,9801340,4120364,0,3299258.0,20061231,14194935.0
2023-12-31,HUBB UN Equity,20230701,4249556,1394918,0,2442000.0,20201001,6133053.0
2022-12-31,HUBB UN Equity,20220930,3579025,1174988,0,2075000.0,20201001,5037957.0
2021-12-31,HUBB UN Equity,20210504,3130670,1025488,0,823700.0,20201001,4292500.0
2020-12-31,HUBB UN Equity,20201001,6403710,2113003,0,1347100.0,20201001,12625640.0
2019-12-31,HUBB UN Equity,20190606,0,0,0,1641400.0,20130101,2946925.0
2018-12-31,HUBB UN Equity,20160503,3275446,1456492,0,1680800.0,20130101,4889363.0
2017-12-31,HUBB UN Equity,20160503,2752368,1840819,0,1220000.0,20130101,6281171.0
2016-12-31,HUBB UN Equity,20160503,2809259,1765939,0,1380000.0,20130101,7332609.0
2015-12-31,HUBB UN Equity,20150601,2748086,1359166,0,980300.0,20130101,6956356.0
2014-12-31,HUBB UN Equity,20140630,2574942,1062572,0,984000.0,20130101,8275641.0
2023-12-31,IEX UN Equity,20231120,3243595,2374761,0,828000.0,20201215,5938568.0
2022-12-31,IEX UN Equity,20221214,2548123,2050207,0,1668480.0,20201215,4878285.0
2021-12-31,IEX UN Equity,20210228,2323931,1850104,0,1467000.0,20201215,4352772.0
2020-12-31,IEX UN Equity,20201215,4672198,3612718,186326,372651.0,20201215,9979428.0
2019-12-31,IEX UN Equity,20170103,3837834,2737633,0,1075320.0,20110810,7020622.0
2018-12-31,IEX UN Equity,20170103,4117376,2625002,0,1968000.0,20110810,7160842.0
2017-12-31,IEX UN Equity,20170103,2730307,2200053,0,1779954.0,20110810,5273388.0
2016-12-31,IEX UN Equity,20161231,3726999,2500008,0,1203048.0,20110810,6495451.0
2015-12-31,IEX UN Equity,20151026,3781015,1750014,0,593280.0,20110810,5899303.0
2014-12-31,IEX UN Equity,20140428,3614094,1584274,0,1350000.0,20110810,5538414.0
2023-12-31,MMC UN Equity,20230101,5775090,5550012,0,6000000.0,20230101,11654956.0
2022-12-31,MMC UN Equity,20221231,14363468,7250022,0,7500000.0,20221231,21924435.0
2021-12-31,MMC UN Equity,20200220,6528663,6250006,0,7000000.0,20130101,13019703.0
2020-12-31,MMC UN Equity,20200220,6177971,5750013,0,5500000.0,20130101,12695980.0
2019-12-31,MMC UN Equity,20190401,5750140,5750017,0,6500000.0,20130101,12331697.0
2018-12-31,MMC UN Equity,20160101,5500136,5500004,0,4500000.0,20130101,11306919.0
2017-12-31,MMC UN Equity,20160101,5250130,5250003,0,4300000.0,20130101,11311341.0
2016-12-31,MMC UN Equity,20160101,4800052,4800001,0,4100000.0,20130101,10249939.0
2015-12-31,MMC UN Equity,20151231,4750005,4750008,0,4400000.0,20130101,9796718.0
2014-12-31,MMC UN Equity,20130101,4425024,4425005,0,3900000.0,20130101,9606638.0
2023-12-31,MAS UN Equity,20231016,5876604,2442978,0,2658900.0,20140214,8543127.0
2022-12-31,MAS UN Equity,20180930,2443149,2442962,0,0.0,20140214,4986874.0
2021-12-31,MAS UN Equity,20180930,6043341,2230172,0,3268700.0,20140214,8867720.0
2020-12-31,MAS UN Equity,20180930,6309617,2062316,0,3823059.0,20140214,8886913.0
2019-12-31,MAS UN Equity,20180930,3590018,2001507,0,1429000.0,20140214,6002821.0
2018-12-31,MAS UN Equity,20180930,3783562,2087694,0,4243600.0,20140214,6191639.0
2017-12-31,MAS UN Equity,20161231,3876629,1675328,0,4322100.0,20140214,6005128.0
2016-12-31,MAS UN Equity,20161231,2442825,1327054,0,4224800.0,20140214,4414274.0
2015-12-31,MAS UN Equity,20150630,2376001,1595550,0,3051000.0,20140214,4292958.0
2014-12-31,MAS UN Equity,20140603,3044175,1286550,0,4605000.0,20140214,7106315.0
2023-12-31,SPGI UN Equity,20220228,13799664,0,0,3829500.0,20131101,14326912.0
2022-12-31,SPGI UN Equity,20220228,23799992,0,0,2760000.0,20131101,24527507.0
2021-12-31,SPGI UN Equity,20210131,9750000,0,0,4615000.0,20131101,10528770.0
2020-12-31,SPGI UN Equity,20200615,9000000,0,0,4615000.0,20131101,9462269.0
2019-12-31,SPGI UN Equity,20190102,8000000,0,0,2783000.0,20131101,8369512.0
2018-12-31,SPGI UN Equity,20180101,8820000,0,0,2047000.0,20131101,9313845.0
2017-12-31,SPGI UN Equity,20161114,6000000,0,0,3240000.0,20131101,6479216.0
2016-12-31,SPGI UN Equity,20161114,4800000,0,0,2890000.0,20131101,5155769.0
2015-12-31,SPGI UN Equity,20151103,4700000,0,0,1935000.0,20131101,4864273.0
2014-12-31,SPGI UN Equity,20141101,2800000,1200000,0,1333737.0,20131101,4264379.0
2023-12-31,MDT UN Equity,20220430,9626040,3975004,0,0.0,20200427,14044633.0
2022-12-31,MDT UN Equity,20220401,8750185,3750293,0,2553466.0,20200427,12950975.0
2021-12-31,MDT UN Equity,20201231,7875134,7034920,0,7767595.0,20200427,15208360.0
2020-12-31,MDT UN Equity,20191101,4666732,4666291,0,3382200.0,20110613,9698984.0
2019-12-31,MDT UN Equity,20160620,4500054,4500236,0,6748488.0,20110613,9357006.0
2018-12-31,MDT UN Equity,20160620,4500036,2943204,0,8109248.0,20110613,7834300.0
2017-12-31,MDT UN Equity,20161231,4500042,3037488,0,6136139.0,20110613,7957378.0
2016-12-31,MDT UN Equity,20150127,4333368,3017788,0,6070758.0,20110613,7653641.0
2015-12-31,MDT UN Equity,20150127,3500062,3078407,0,5607741.0,20110613,31432214.0
2014-12-31,MDT UN Equity,20130901,3067051,2658962,0,4682931.0,20110613,5976835.0
2023-12-31,VTRS UW Equity,20230401,11200008,0,0,3770820.0,20230401,20630222.0
