,Dates,PX_LAST,Dividend_Per_Share,TOTAL_EQUITY,CUR_MKT_CAP,Year,TOT_COMPENSATION_AW_TO_EXECS,TOT_SALARIES_BNS_PD_TO_EXECS,TOT_N_EQTY_INCENT_GIVEN_TO_EXECS,TOT_SALARIES_PAID_TO_EXECUTIVES,TOTAL_BONUSES_PAID_TO_EXECUTIVES,ALL_OTHER_COMP_AW_TO_EXECS,TOT_STK_AWARDS_GIVEN_TO_EXECS,TOT_OPTION_AWARDS_GIVEN_TO_EXECS,T_PEN_NQ_DEF_PEN_GVN_TO_EXECS,TOT_OTHER_COMP_AW_TO_EXECS,NUM_EXECUTIVE_CHANGES,DATE_OF_LAST_EXECUTIVE_CHANGE,NUM_EXECS_INC_IN_COMPENSATION_PD,CEO_DUALITY,TOT_COMP_AW_TO_CEO_EQUIV,TOT_SAL_BNS_AW_TO_CEO_EQUIV,TOT_N_EQT_INCENT_GVN_TO_CEO_EQ,TOT_SALARIES_PAID_TO_CEO_EQUIV,TOT_BONUSES_PAID_TO_CEO_EQUIV,ALL_OTHER_COMP_AW_TO_CEO_EQUIV,TOT_STK_AWD_GIVEN_TO_CEO_EQUIV,TOT_OPT_AWD_GIVEN_TO_CEO_EQUIV,T_PEN_NQ_DEF_PEN_GVN_CEO_EQ,TOT_OTHER_COMP_AW_TO_CEO_EQUIV,NUM_CEO_EQUIVALENT_CHANGES,COMP_LKD_LAST_CEO_&_EQUIV_CHG_DT,NUM_CEOS_EQUIV_INC_COMP_PD,CEO_TENURE_AS_OF_FY_END,TOT_COMP_AW_TO_CFO_EQUIV,TOT_COMP_AW_TO_COO_EQUIV,TOTAL_BOD_COMPENSATION_AWARDED,TOTAL_BOD_FEES_PAID_IN_CASH,TOTAL_BOD_STOCK_AWARDS_GIVEN,NUMBER_OF_BOD_CHANGES_DURING_FY,DATE_OF_LAST_BOD_CHANGE,NUM_DIR_INC_IN_CMPNSTN_PD
TOT_OTHER_COMP_AW_TO_CEO_EQUIV,0.10394654703253263,0.12707598555128657,-0.11011272942807145,0.09767863091884522,0.1718026245609518,0.10435743298948721,0.07542278530984543,-0.08583885043291496,-0.11218609154313713,-0.03534723086200977,0.014799649358331774,0.0824157133246889,0.24994156785588825,-0.01894636843446464,-0.059042131403135835,0.9425253643694678,0.03330724551668609,0.12514578564939252,-0.03370933910977413,0.1412725534728256,-0.005324291646755686,-0.1403797365791736,-0.0793555224087737,-0.07524496112309587,-0.0903291159536641,-0.0010232589458447703,-0.09273478992076983,-0.015467330959091915,-0.0529030768034256,1.0,-0.0178530689697212,-0.14171938805304696,0.019368096786997604,0.20873227854541065,0.32749491687485577,0.5303861017479082,0.07426851147432892,-0.15056712883994355,0.0748555642335343,0.0035053244149405387,0.09834302490400584,-0.2358922164415308
NUM_CEO_EQUIVALENT_CHANGES,-0.059171255735553444,-0.011686341059999888,0.010566549386284067,0.059024122945981666,-0.05490215495757654,-0.058994725157995774,-0.0006810760400880841,0.06781976775767122,0.019060527737547548,0.10712634630037422,-0.009988317178978804,-0.005957998294082542,0.03430585514843114,-0.01759961403299822,0.0455970485396257,-0.017728681649977675,0.4587332527274527,0.06423645216881259,0.10547487556002963,-0.1418344999936929,0.01087224713930316,0.18807994123373054,0.08821644277679992,0.17664922252802243,0.06180349125305079,0.005109100477431695,0.15829928461624468,-0.016487050301543453,0.0825209271896952,-0.0178530689697212,1.0,0.3302687234169384,0.6925750999540489,-0.2721029850798236,-0.055065394258973485,0.01420104507437566,-0.01936610775014707,0.09550471333183405,-0.018619592909851473,0.17184805852305057,-0.02885019531097059,0.16047656536717053
COMP_LKD_LAST_CEO_&_EQUIV_CHG_DT,0.3550970247940703,0.22479617905824692,0.17729694939488427,0.12269061975050682,0.00740223254033249,0.3570716706540415,-0.024990558363621282,0.09471088718893675,0.1363302420232505,0.11316992029752679,-0.09958006820326006,-0.03246105595527215,-0.033268270374128786,-0.0241611361570996,0.10541721420896463,-0.11815343609707282,0.25521641353571395,0.45183031128400947,0.009141401927957314,-0.18056284795154215,-0.0008156892395370491,0.31987685753881606,0.21870738520543018,0.27718954453298944,0.0037001420497007696,-0.010614009144124033,0.11208271827223514,-0.023523245870659945,0.12634564433327197,-0.14171938805304696,0.3302687234169384,1.0,0.3173635634979345,-0.8377774373027559,0.009909036621075699,-0.09355412663154891,-0.05260052821632069,0.3336489635067468,-0.052106697226198144,0.24341206579704097,0.391912304016739,0.2609838398565434
NUM_CEOS_EQUIV_INC_COMP_PD,0.09424111126634827,0.1191859375351726,0.019080361357144273,0.009034638361022989,-0.006423615137143635,0.09429039569918057,0.053223262505051896,0.21846722168325075,0.11435338260019029,0.29493611888210786,-0.0429707847768639,0.036458121966879434,0.10499663295526994,0.007805135071450168,-0.0037627744338908117,-0.005900942110083604,0.3972661622916878,0.1616047239101372,0.023547646135076084,-0.18257585122609887,0.04698180670078505,0.4072980891968561,0.2400185847701947,0.4086391420482851,0.00888717470620517,0.034497311182478604,0.23449426674822837,0.0031729996065467596,0.06106811502685381,0.019368096786997604,0.6925750999540489,0.3173635634979345,1.0,-0.19393164701486953,0.09932029239060321,0.12921397157617848,-0.016024498184388652,-0.055318689467315656,-0.0156431239549053,0.1089246358419744,0.0971589630491348,0.09521761997620323
CEO_TENURE_AS_OF_FY_END,0.04222484190962861,-0.025624497892795695,-0.1797901181576496,-0.09887462594500936,0.09693245070568761,0.04248014276525596,0.060402408046623175,0.046542622919791624,-0.13334912898834256,0.15115556359500817,0.08023063594379637,0.05703734215797669,0.07467143068728975,0.0370924128267419,-0.13984195741169558,0.1729108008003078,-0.27145295395359587,-0.07756976863415234,-0.00869376959423479,0.17708191951310107,0.023662666135174655,-0.1328807081344225,-0.1788109733170746,0.05152385453730437,-0.040447866196938284,0.02772896111253174,-0.05103976279495353,0.031905004201674574,-0.15972667878597188,0.20873227854541065,-0.2721029850798236,-0.8377774373027559,-0.19393164701486953,1.0,0.07100850653085795,0.25433150421797696,0.022111791398032616,-0.35729705616713275,0.021324140289063133,-0.2673462802889056,-0.0024156396572177323,-0.2658230696685121
TOT_COMP_AW_TO_CFO_EQUIV,0.20256887592955342,0.08862072702305929,-0.07579322294549273,0.2115720840316583,0.4370340073864658,0.20351347186630256,0.16599246659386763,0.3903072798355713,0.38347640342240186,0.11376262176794395,0.11500960121943335,0.13633893015726997,0.439418146507058,0.0027740520674154594,-0.022391432348398455,0.33966403128054373,0.093188146906803,0.2004165678768994,-0.09774051568336677,-0.03781395739338995,0.018992956843670573,0.3352693389985331,0.3507378615307786,0.115889776637477,-0.01093419342912806,0.008719699054051776,0.16062157119268536,-0.019840623350502698,-0.03354458410319948,0.32749491687485577,-0.055065394258973485,0.009909036621075699,0.09932029239060321,0.07100850653085795,1.0,0.43022375839969135,0.08768476207256357,-0.1431002955741266,0.08388134379483245,-0.11127549207338903,0.1719442523552824,-0.23480356151880266
TOT_COMP_AW_TO_COO_EQUIV,0.22068871279629662,0.17803853081273271,-0.04494133874984131,0.27716785390822424,0.28143900866121885,0.22127280755976222,0.12621723194502357,0.376829780056669,0.03784869344802146,0.24818885803799093,0.3442352160956567,0.09744428907435562,0.33048809260860246,-0.002982066491268568,-0.19116474451972684,0.4692186236680351,0.04320341163101199,0.21612495727611444,-0.04493686729833526,0.056679943889714236,0.02808867969195382,0.28175604200443133,0.12433684761197569,0.21203428665659704,0.1722475870810068,0.019453062519542163,0.1071220402782302,-0.005228341687360457,-0.16235934802459231,0.5303861017479082,0.01420104507437566,-0.09355412663154891,0.12921397157617848,0.25433150421797696,0.43022375839969135,1.0,0.06323635601506555,-0.16500226408367719,0.06539468219256536,-0.10395030760652631,0.19720394727001397,-0.28727008773942203
TOTAL_BOD_COMPENSATION_AWARDED,-0.07826055843537655,-0.027699370106524655,-0.037303019719237135,-0.03454876493645516,-0.01431782492135897,-0.080347647449506,0.03222751849452084,-0.04903678255399936,-0.044167516931262855,-0.0321967453817655,-0.0020404468933972082,0.03617661062422076,0.022485954018145158,0.02981296802592445,-0.021327910812071745,0.043290231591684096,0.09680413341527998,-0.053378537693753815,-0.0022653932803436746,0.0437048517410541,0.025530063588783274,-0.06256046309504562,-0.03664223918922525,-0.04168088671125704,-0.027789288413290442,0.027441986362712993,-0.038103065050214456,0.03064289698799464,-0.018278581888172957,0.07426851147432892,-0.01936610775014707,-0.05260052821632069,-0.016024498184388652,0.022111791398032616,0.08768476207256357,0.06323635601506555,1.0,-0.05877536629773757,0.99887493673404,-0.025363562719364432,-0.06415105778267285,-0.08530624349806772
TOTAL_BOD_FEES_PAID_IN_CASH,0.049536983690814045,-0.3208772134074869,-0.08874994170077008,0.3069992430477768,-0.13269021169568135,0.04996868867545576,-0.1385022880051007,0.0664197234636629,0.05232964310562973,-0.042290901075672994,0.09149664069025991,-0.1442507020752986,-0.10932657096102673,-0.11508839808843765,0.08238663044112289,-0.12955149560006496,0.15587202188301555,0.06568919316917929,0.1266945503200225,-0.13952163309613635,-0.09162899695345579,0.10125815259627138,0.04754276459655516,-0.004831336136708916,0.15640544870116205,-0.09471484204742535,0.02515913074711143,-0.09636662194577301,0.10370622924090114,-0.15056712883994355,0.09550471333183405,0.3336489635067468,-0.055318689467315656,-0.35729705616713275,-0.1431002955741266,-0.16500226408367719,-0.05877536629773757,1.0,-0.05984690425299778,0.24249482632644626,0.08274590946593728,0.48198723844391905
TOTAL_BOD_STOCK_AWARDS_GIVEN,-0.07729008296132445,-0.02195050166330726,-0.0322961130207656,-0.032032992206258847,-0.009590324514935708,-0.07939527664148435,-0.0012377876617547905,-0.045186617646227355,-0.03930645421611916,-0.032575690568739886,-0.0006756851569361586,0.0022709706248632503,0.029424474426593634,-0.006725012139593223,-0.020201564336462738,0.0442934190932983,0.09426515409422238,-0.053700161325360096,-0.0033081350531582922,0.045607063525378536,-0.00953099153233256,-0.05881909004269295,-0.03309398900479715,-0.04133602127657176,-0.026049150052131754,-0.00772759326386123,-0.03343034733987037,-0.005194281736835734,-0.017042563669369466,0.0748555642335343,-0.018619592909851473,-0.052106697226198144,-0.0156431239549053,0.021324140289063133,0.08388134379483245,0.06539468219256536,0.99887493673404,-0.05984690425299778,1.0,-0.0271990643433236,-0.06415374013538655,-0.08485286870113617
NUMBER_OF_BOD_CHANGES_DURING_FY,0.035808344451713305,-0.13894996007453458,-0.021830860034259634,0.14871809671479697,-0.08179751795082381,0.03651214118683736,0.01426669774005853,0.006083086975769602,-0.05440579526463143,0.02970871860139439,0.041528670374172474,0.01385371928605186,-0.004786538328671256,0.010570470367926566,0.0923080588686621,0.017845444331955958,0.2008560141382284,0.11104695359756807,0.13686579837353172,-0.07593994253364443,0.020282599095806427,-0.010425509101033239,-0.04940126784678431,0.012710923894169567,0.053137380042888115,0.020598435166824806,0.04119255271591767,0.014597207049623084,0.032408131131222984,0.0035053244149405387,0.17184805852305057,0.24341206579704097,0.1089246358419744,-0.2673462802889056,-0.11127549207338903,-0.10395030760652631,-0.025363562719364432,0.24249482632644626,-0.0271990643433236,1.0,0.15797748101664694,0.574936220988664
DATE_OF_LAST_BOD_CHANGE,0.9552983225595842,0.36977572498103256,0.125707159228524,0.11873356246580966,0.23976116081496981,0.9603356088546904,0.06677126033347526,0.09542808740245542,0.06066051361141536,0.07178674172216738,0.02302541460968019,0.059631399601316304,0.1547615431244928,0.016317723430124366,-0.05030910097068904,0.0818620609104168,0.014414903312619331,0.8863663014695851,-0.10327902249804034,0.0036983535489949933,0.05004724596243312,0.16570770731303885,0.1255178958287646,0.12343948238519725,0.003622832069114012,0.04496261041434128,0.2387237425774758,0.01290329212508577,-0.02629590115702892,0.09834302490400584,-0.02885019531097059,0.391912304016739,0.0971589630491348,-0.0024156396572177323,0.1719442523552824,0.19720394727001397,-0.06415105778267285,0.08274590946593728,-0.06415374013538655,0.15797748101664694,1.0,0.137034405833872
NUM_DIR_INC_IN_CMPNSTN_PD,0.0478562728275322,-0.2718187865683995,0.03534873490566777,0.12148926541760809,-0.17571163650324648,0.04837384800838673,-0.0568428928682963,0.1445231179621985,0.0046982352997606,0.1461069963834833,0.09499382567531257,-0.06832120598634235,-0.11258596636735188,-0.045308883574522084,0.3279958522958015,-0.1937504260862017,0.22064148634146347,0.10116499171980466,0.1585278799111711,0.11404835273666014,-0.021982581216806567,0.13483060306573888,0.01330980218981614,0.1294019424987584,0.13547049740299466,-0.026108896737954627,0.08309843001747089,-0.035192241089743476,0.25066258008541026,-0.2358922164415308,0.16047656536717053,0.2609838398565434,0.09521761997620323,-0.2658230696685121,-0.23480356151880266,-0.28727008773942203,-0.08530624349806772,0.48198723844391905,-0.08485286870113617,0.574936220988664,0.137034405833872,1.0
