Dates,A UN Equity,AAPL UW Equity,ABBV UN Equity,ABNB UW Equity,ABT UN Equity,ACGL UW Equity,ACN UN Equity,ADBE UW Equity,ADI UW Equity,ADM UN Equity,ADP UW Equity,ADSK UW Equity,AEE UN Equity,AEP UW Equity,AES UN Equity,AFL UN Equity,AIG UN Equity,AIZ UN Equity,AJG UN Equity,AKAM UW Equity,ALB UN Equity,ALGN UW Equity,ALL UN Equity,ALLE UN Equity,AMAT UW Equity,AMCR UN Equity,AMD UW Equity,AME UN Equity,AMGN UW Equity,AMP UN Equity,AMT UN Equity,AMZN UW Equity,ANET UN Equity,ANSS UW Equity,AON UN Equity,AOS UN Equity,APA UW Equity,APD UN Equity,APH UN Equity,APO UN Equity,APTV UN Equity,ARE UN Equity,ATO UN Equity,AVB UN Equity,AVGO UW Equity,AVY UN Equity,AWK UN Equity,AXON UW Equity,AXP UN Equity,AZO UN Equity,BA UN Equity,BAC UN Equity,BALL UN Equity,BAX UN Equity,BBY UN Equity,BDX UN Equity,BEN UN Equity,BF/B UN Equity,BG UN Equity,BIIB UW Equity,BK UN Equity,BKNG UW Equity,BKR UW Equity,BLDR UN Equity,BLK UN Equity,BMY UN Equity,BR UN Equity,BRK/B UN Equity,BRO UN Equity,BSX UN Equity,BWA UN Equity,BX UN Equity,BXP UN Equity,C UN Equity,CAG UN Equity,CAH UN Equity,CARR UN Equity,CAT UN Equity,CB UN Equity,CBOE UF Equity,CBRE UN Equity,CCI UN Equity,CCL UN Equity,CDNS UW Equity,CDW UW Equity,CE UN Equity,CEG UW Equity,CF UN Equity,CFG UN Equity,CHD UN Equity,CHRW UW Equity,CHTR UW Equity,CI UN Equity,CINF UW Equity,CL UN Equity,CLX UN Equity,CMCSA UW Equity,CME UW Equity,CMG UN Equity,CMI UN Equity,CMS UN Equity,CNC UN Equity,CNP UN Equity,COF UN Equity,COO UW Equity,COP UN Equity,COR UN Equity,COST UW Equity,CPAY UN Equity,CPB UW Equity,CPRT UW Equity,CPT UN Equity,CRL UN Equity,CRM UN Equity,CRWD UW Equity,CSCO UW Equity,CSGP UW Equity,CSX UW Equity,CTAS UW Equity,CTRA UN Equity,CTSH UW Equity,CTVA UN Equity,CVS UN Equity,CVX UN Equity,CZR UW Equity,D UN Equity,DAL UN Equity,DAY UN Equity,DD UN Equity,DE UN Equity,DECK UN Equity,DELL UN Equity,DFS UN Equity,DG UN Equity,DGX UN Equity,DHI UN Equity,DHR UN Equity,DIS UN Equity,DLR UN Equity,DLTR UW Equity,DOC UN Equity,DOV UN Equity,DOW UN Equity,DPZ UW Equity,DRI UN Equity,DTE UN Equity,DUK UN Equity,DVA UN Equity,DVN UN Equity,DXCM UW Equity,EA UW Equity,EBAY UW Equity,ECL UN Equity,ED UN Equity,EFX UN Equity,EG UN Equity,EIX UN Equity,EL UN Equity,ELV UN Equity,EMN UN Equity,EMR UN Equity,ENPH UQ Equity,EOG UN Equity,EPAM UN Equity,EQIX UW Equity,EQR UN Equity,EQT UN Equity,ERIE UW Equity,ES UN Equity,ESS UN Equity,ETN UN Equity,ETR UN Equity,EVRG UW Equity,EW UN Equity,EXC UW Equity,EXPD UN Equity,EXPE UW Equity,EXR UN Equity,F UN Equity,FANG UW Equity,FAST UW Equity,FCX UN Equity,FDS UN Equity,FDX UN Equity,FE UN Equity,FFIV UW Equity,FI UN Equity,FICO UN Equity,FIS UN Equity,FITB UW Equity,FMC UN Equity,FOX UW Equity,FOXA UW Equity,FRT UN Equity,FSLR UW Equity,FTNT UW Equity,FTV UN Equity,GD UN Equity,GDDY UN Equity,GE UN Equity,GEHC UW Equity,GEN UW Equity,GEV UN Equity,GILD UW Equity,GIS UN Equity,GL UN Equity,GLW UN Equity,GM UN Equity,GNRC UN Equity,GOOG UW Equity,GOOGL UW Equity,GPC UN Equity,GPN UN Equity,GRMN UN Equity,GS UN Equity,GWW UN Equity,HAL UN Equity,HAS UW Equity,HBAN UW Equity,HCA UN Equity,HD UN Equity,HES UN Equity,HIG UN Equity,HII UN Equity,HLT UN Equity,HOLX UW Equity,HON UW Equity,HPE UN Equity,HPQ UN Equity,HRL UN Equity,HSIC UW Equity,HST UW Equity,HSY UN Equity,HUBB UN Equity,HUM UN Equity,HWM UN Equity,IBM UN Equity,ICE UN Equity,IDXX UW Equity,IEX UN Equity,IFF UN Equity,INCY UW Equity,INTC UW Equity,INTU UW Equity,INVH UN Equity,IP UN Equity,IPG UN Equity,IQV UN Equity,IR UN Equity,IRM UN Equity,ISRG UW Equity,IT UN Equity,ITW UN Equity,IVZ UN Equity,J UN Equity,JBHT UW Equity,JBL UN Equity,JCI UN Equity,JKHY UW Equity,JNJ UN Equity,JNPR UN Equity,JPM UN Equity,K UN Equity,KDP UW Equity,KEY UN Equity,KEYS UN Equity,KHC UW Equity,KIM UN Equity,KKR UN Equity,KLAC UW Equity,KMB UN Equity,KMI UN Equity,KMX UN Equity,KO UN Equity,KR UN Equity,KVUE UN Equity,L UN Equity,LDOS UN Equity,LEN UN Equity,LH UN Equity,LHX UN Equity,LII UN Equity,LIN UW Equity,LKQ UW Equity,LLY UN Equity,LMT UN Equity,LNT UW Equity,LOW UN Equity,LRCX UW Equity,LULU UW Equity,LUV UN Equity,LVS UN Equity,LW UN Equity,LYB UN Equity,LYV UN Equity,MA UN Equity,MAA UN Equity,MAR UW Equity,MAS UN Equity,MCD UN Equity,MCHP UW Equity,MCK UN Equity,MCO UN Equity,MDLZ UW Equity,MDT UN Equity,MET UN Equity,META UW Equity,MGM UN Equity,MHK UN Equity,MKC UN Equity,MKTX UW Equity,MLM UN Equity,MMC UN Equity,MMM UN Equity,MNST UW Equity,MO UN Equity,MOH UN Equity,MOS UN Equity,MPC UN Equity,MPWR UW Equity,MRK UN Equity,MRNA UW Equity,MRP-W UN Equity,MS UN Equity,MSCI UN Equity,MSFT UW Equity,MSI UN Equity,MTB UN Equity,MTCH UW Equity,MTD UN Equity,MU UW Equity,NCLH UN Equity,NDAQ UW Equity,NDSN UW Equity,NEE UN Equity,NEM UN Equity,NFLX UW Equity,NI UN Equity,NKE UN Equity,NOC UN Equity,NOW UN Equity,NRG UN Equity,NSC UN Equity,NTAP UW Equity,NTRS UW Equity,NUE UN Equity,NVDA UW Equity,NVR UN Equity,NWS UW Equity,NWSA UW Equity,NXPI UW Equity,O UN Equity,ODFL UW Equity,OKE UN Equity,OMC UN Equity,ON UW Equity,ORCL UN Equity,ORLY UW Equity,OTIS UN Equity,OXY UN Equity,PANW UW Equity,PARA UW Equity,PAYC UN Equity,PAYX UW Equity,PCAR UW Equity,PCG UN Equity,PEG UN Equity,PEP UW Equity,PFE UN Equity,PFG UW Equity,PG UN Equity,PGR UN Equity,PH UN Equity,PHM UN Equity,PKG UN Equity,PLD UN Equity,PLTR UW Equity,PM UN Equity,PNC UN Equity,PNR UN Equity,PNW UN Equity,PODD UW Equity,POOL UW Equity,PPG UN Equity,PPL UN Equity,PRU UN Equity,PSA UN Equity,PSX UN Equity,PTC UW Equity,PWR UN Equity,PYPL UW Equity,QCOM UW Equity,RCL UN Equity,REG UW Equity,REGN UW Equity,RF UN Equity,RJF UN Equity,RL UN Equity,RMD UN Equity,ROK UN Equity,ROL UN Equity,ROP UW Equity,ROST UW Equity,RSG UN Equity,RTX UN Equity,RVTY UN Equity,SBAC UW Equity,SBUX UW Equity,SCHW UN Equity,SHW UN Equity,SJM UN Equity,SLB UN Equity,SMCI UW Equity,SNA UN Equity,SNPS UW Equity,SO UN Equity,SOLV UN Equity,SPG UN Equity,SPGI UN Equity,SRE UN Equity,STE UN Equity,STLD UW Equity,STT UN Equity,STX UW Equity,STZ UN Equity,SW UN Equity,SWK UN Equity,SWKS UW Equity,SYF UN Equity,SYK UN Equity,SYY UN Equity,T UN Equity,TAP UN Equity,TDG UN Equity,TDY UN Equity,TECH UW Equity,TEL UN Equity,TER UW Equity,TFC UN Equity,TFX UN Equity,TGT UN Equity,TJX UN Equity,TMO UN Equity,TMUS UW Equity,TPL UN Equity,TPR UN Equity,TRGP UN Equity,TRMB UW Equity,TROW UW Equity,TRV UN Equity,TSCO UW Equity,TSLA UW Equity,TSN UN Equity,TT UN Equity,TTWO UW Equity,TXN UW Equity,TXT UN Equity,TYL UN Equity,UAL UW Equity,UBER UN Equity,UDR UN Equity,UHS UN Equity,ULTA UW Equity,UNH UN Equity,UNP UN Equity,UPS UN Equity,URI UN Equity,USB UN Equity,V UN Equity,VICI UN Equity,VLO UN Equity,VLTO UN Equity,VMC UN Equity,VRSK UW Equity,VRSN UW Equity,VRTX UW Equity,VST UN Equity,VTR UN Equity,VTRS UW Equity,VZ UN Equity,WAB UN Equity,WAT UN Equity,WBA UW Equity,WBD UW Equity,WDAY UW Equity,WDC UW Equity,WEC UN Equity,WELL UN Equity,WFC UN Equity,WM UN Equity,WMB UN Equity,WMT UN Equity,WRB UN Equity,WST UN Equity,WTW UW Equity,WY UN Equity,WYNN UW Equity,XEL UW Equity,XOM UN Equity,XYL UN Equity,YUM UN Equity,ZBH UN Equity,ZBRA UW Equity,ZTS UN Equity
1/2/2015,13600.6525,641202.9401,104992.546,#N/A N/A,67609.9947,7551.6645,59140.4921,36078.7692,17284.3216,33489.8277,40150.5103,13544.2958,11158.7743,#N/A N/A,9768.7347,27521.8301,78549.0616,4761.1837,7581.3502,11258.1178,4719.4811,4512.2878,29410.6622,5269.8586,30487.9392,#N/A N/A,2085.6657,12940.9823,121623.5236,24374.8396,39515.4563,142846.7466,4038.1879,7503.4044,26896.9438,5015.6176,#N/A N/A,31125.231,16599.727,3842.9379,21492.4019,6465.5835,5634.8844,21888.2508,25556.1326,4718.1234,9671.9302,1392.2198,96245.6093,19674.222,92645.316,188244.4585,9353.1385,39732.4226,13605.9808,27046.39,34535.3957,18593.2353,13236.0116,80767.512,45546.2151,59793.726,24299.0858,#N/A N/A,58936.7864,98713.7889,5472.6996,367463.7184,4680.9809,17536.1961,12446.4315,38869.4527,20095.8788,164380.0341,15256.3456,26645.7142,#N/A N/A,55624.0477,37964.0451,5346.7029,11540.498,26545.0352,35313.4285,5511.9176,6003.3063,9216.4114,#N/A N/A,13821.4182,13511.5459,10580.2341,10801.6982,18185.5262,26898.1319,8437.742,62624.9392,13440.9691,147573.7511,29689.2032,21038.9905,26749.7338,9703.8743,6127.3886,10156.0756,45862.0132,#N/A N/A,84834.5131,19782.866,62379.8273,12596.546,#N/A N/A,4621.3435,6501.4836,2997.3574,37380.44,#N/A N/A,141186.1751,5827.0726,#N/A N/A,9177.0112,12431.898,32071.6966,#N/A N/A,109021.0635,212823.9833,185.7897,45247.2358,41160.7754,#N/A N/A,53730.5809,30415.0727,3108.2273,#N/A N/A,29639.4376,21476.4876,9968.5266,9118.1147,60234.723,158972.8889,9208.0741,14467.7809,20597.9675,11902.7798,#N/A N/A,#N/A N/A,7246.7654,15400.0106,59447.774,16295.8665,24938.7364,4173.3874,14573.5863,69833.4665,31305.1474,19430.1839,9806.0968,7638.593,21343.8929,28695.0244,33866.845,11359.3748,42773.9804,619.9052,50548.387,2226.1917,12450.316,26601.0818,11744.7449,4671.5768,17024.7985,13450.2241,32239.5784,15830.0008,#N/A N/A,13662.7464,#N/A N/A,#N/A N/A,10852.7539,6856.5321,59115.8404,3401.1964,14051.2937,24468.45,5869.2721,48857.2617,16495.0664,9616.1778,#N/A N/A,2317.1012,17708.908,16653.1794,7592.2218,#N/A N/A,#N/A N/A,9248.3221,4463.9067,5075.9144,#N/A N/A,45880.9095,#N/A N/A,251657.3411,#N/A N/A,17660.8735,#N/A N/A,143187.3293,32065.0393,6967.3134,29495.3258,55977.2987,3193.4486,357491.5838,357491.5838,16307.0034,5454.9383,#N/A N/A,87522.0391,17401.7467,33466.2059,6908.755,8551.7668,32070.7152,136302.8872,22165.5295,18031.6019,5403.9807,25540.9746,7351.158,#N/A N/A,#N/A N/A,73803.4609,13608.992,11523.5204,#N/A N/A,22906.3762,5578.3456,21925.3639,#N/A N/A,160384.3744,24529.5981,7025.0429,6183.3994,8165.9862,12461.1519,175800.6,26040.1293,#N/A N/A,22553.2003,8469.1379,7557.3437,#N/A N/A,8173.0678,19052.935,7359.1153,37013.5955,16862.5949,5827.87,9748.9929,4177.4563,18249.2824,5087.2622,292563.0139,9711.1693,233599.4132,23247.6201,#N/A N/A,12007.2579,5609.0668,#N/A N/A,10474.881,10068.559,11561.0865,43037.1949,90977.2597,14317.3029,184577.9531,31213.8392,#N/A N/A,15616.7762,3195.2448,8822.3429,9414.99,7490.859,4542.2008,#N/A N/A,8418.3285,78006.8925,61071.4948,#N/A N/A,65865.9393,12629.4101,7857.8632,28975.5978,45152.4969,#N/A N/A,40088.4843,5249.2394,99091.9234,5730.6111,22031.3029,8910.0674,90760.969,9017.3288,48045.8974,20002.6546,61804.3752,70752.6721,61244.0238,218706.6726,10323.3461,11267.6744,9574.4034,2629.5714,7456.8859,30815.0292,105132.7401,18131.7179,96787.7404,2537.4547,16995.1996,25676.8635,1883.7824,163041.4435,#N/A N/A,#N/A N/A,75771.0684,5342.7281,385435.7847,16010.4436,16565.5102,#N/A N/A,8619.8907,37302.5682,#N/A N/A,8024.4663,4868.0847,46568.2966,9646.708,21022.3718,13401.4577,81869.1469,29584.815,9992.4542,9297.9877,33775.5795,12922.7877,15908.3631,15634.187,10941.3983,5128.5543,8921.6071,8921.6071,17724.061,10827.0032,6678.6427,10393.2471,18844.2825,4445.948,194669.3074,19488.5564,#N/A N/A,62538.2763,#N/A N/A,28445.0642,1331.9899,16791.9301,24132.2066,25341.1946,21203.2247,#N/A N/A,197399.5909,#N/A N/A,244379.6109,15932.1565,19199.0045,7882.5187,7702.4406,21714.5229,#N/A N/A,125881.9964,47790.372,12455.4386,7581.2888,2533.7605,2739.2352,31481.7196,24182.0187,41090.16,32339.4257,40013.4857,4216.4253,6148.0836,#N/A N/A,123497.9987,18470.7523,6053.8777,41699.0304,14466.7533,8127.6655,16058.7816,7972.0475,15061.5655,4722.3177,#N/A N/A,19541.4307,14424.2148,104877.1737,4980.519,14325.8636,60941.551,39460.3368,25193.6353,10230.5777,110239.6373,1596.7677,7919.485,6598.7536,44423.7552,#N/A N/A,57600.3504,24071.19,27598.6032,3880.9816,4784.2751,32710.7568,21604.3116,18792.674,#N/A N/A,15041.7419,13978.7238,24579.38,35558.3463,23427.1714,175683.69,14045.4263,10373.777,3734.4655,3390.264,25689.7168,#N/A N/A,27839.5332,4748.1131,47982.5249,47092.3146,51251.2648,22043.0954,993.6093,10282.2741,4511.8792,6969.8534,22245.1437,34942.426,10612.7478,27497.4821,16259.8175,16793.75,2363.4584,56490.9201,11640.9804,3562.7169,#N/A N/A,#N/A N/A,8006.1854,10986.6854,8164.1396,96727.7509,105456.0685,102212.6682,10339.1288,80218.1738,182890.5954,#N/A N/A,26239.4761,#N/A N/A,8821.4722,10549.9489,6925.143,29601.0185,#N/A N/A,21657.8542,21090.3151,194871.0218,8384.7575,9483.5275,82835.6118,22971.8742,15036.67,25645.1888,11995.267,25214.5222,283763.0608,23697.4097,33800.2609,276872.016,6427.9681,3707.0235,#N/A N/A,18934.7669,14887.2721,#N/A N/A,393091.3093,6925.7814,31652.6039,19067.5484,3942.8719,21712.3783
1/9/2015,13610.7122,656920.7109,104817.2663,#N/A N/A,68061.7318,7631.7129,59766.247,35829.3998,17029.1335,31429.7075,40762.7224,13257.62,10918.5658,#N/A N/A,9198.2976,26417.8929,74643.3072,4660.719,7621.6937,10818.4727,4618.5338,5024.5368,29536.4922,5349.3133,29608.4794,#N/A N/A,2039.1452,12540.1119,118459.1364,23561.0533,39412.376,137480.502,4279.1391,7422.525,27025.2553,4970.8433,#N/A N/A,30682.2053,16587.3483,3891.851,20772.929,6722.6515,5569.3625,22874.3508,26783.0006,4830.1777,9736.4815,1379.6157,93555.4504,19330.6831,93778.8755,178569.3243,9047.8025,39228.3829,13349.926,27968.8216,33527.1538,18818.1029,12989.1795,80845.4433,43936.4502,55076.4415,24428.8655,#N/A N/A,57697.6815,100057.3978,5605.9167,368723.1283,4668.0421,19433.0766,12169.0357,38960.5619,21092.5584,153837.4149,15435.2307,27747.8162,#N/A N/A,53063.2105,37609.0859,5569.5173,11533.8406,27249.4752,35845.0093,5429.956,6149.6864,8942.9456,#N/A N/A,14780.3132,13036.7864,10664.5121,10541.3106,17699.2822,28250.4935,8450.8213,62225.8232,13796.8242,144838.6638,29908.1502,22151.4147,26234.5429,9742.5352,6211.2853,9760.6635,44127.385,#N/A N/A,79910.8617,20338.3434,63133.0898,12034.0355,#N/A N/A,4563.2293,6709.7038,3131.0842,36698.96,#N/A N/A,142106.621,5732.2893,#N/A N/A,9048.3268,12411.247,32951.5827,#N/A N/A,112253.8648,204562.8285,194.3825,44669.1643,39235.8103,#N/A N/A,52339.8793,29488.9176,3247.1173,#N/A N/A,28714.3388,20669.3746,9884.6967,9519.9547,60101.2116,159820.7444,9460.1151,14284.7485,21383.308,11515.832,#N/A N/A,#N/A N/A,7429.113,15362.8424,60070.1897,16164.7775,24713.7314,4455.135,14772.5855,69112.8934,30410.8004,19661.5653,9977.3297,7764.3796,21953.1599,28433.0907,35038.3906,11056.3789,42157.88,502.9913,47928.9021,2315.776,11914.1806,27901.9656,11526.5762,4555.4933,16942.4307,14106.9096,31352.0764,15844.4393,#N/A N/A,14244.6862,#N/A N/A,#N/A N/A,11079.2748,7345.1211,58538.5372,3509.5943,13633.3122,24364.55,5812.7291,48916.7573,16398.2842,9583.7131,#N/A N/A,2306.1851,17856.4586,15598.4506,7668.184,#N/A N/A,#N/A N/A,9661.8871,4429.3339,5122.0741,#N/A N/A,46053.2322,#N/A N/A,241313.883,#N/A N/A,17502.1396,#N/A N/A,154200.5788,32016.7395,6762.7708,29879.8802,57182.3209,3114.2494,338003.9265,338003.9265,15518.5968,5732.2703,#N/A N/A,84343.6759,16925.1453,33728.9186,6688.811,8136.3953,32365.5386,138226.9152,21262.6445,17552.6577,5595.6866,25314.5126,7457.0503,#N/A N/A,#N/A N/A,74592.1162,13519.3551,11891.9598,#N/A N/A,23502.7238,5534.25,22501.9033,#N/A N/A,157464.876,24979.2999,7151.878,5961.0892,8271.2493,12168.8825,177734.6,25115.1209,#N/A N/A,22476.9498,8485.8671,7520.2666,#N/A N/A,8282.1539,18882.5509,7315.9817,36579.6592,16220.6617,5487.1276,9467.2369,4202.616,18358.7642,5114.2482,293738.6403,9970.7105,221824.1187,23584.9023,#N/A N/A,11279.5453,5699.6981,#N/A N/A,10919.22,10175.7169,11376.8723,43182.4524,88852.1193,13659.1542,188476.2535,32348.7986,#N/A N/A,14984.4726,3138.2134,9318.5516,9802,7315.1449,4608.0159,#N/A N/A,8300.1446,77862.1466,61611.7268,#N/A N/A,66478.872,12673.919,8325.0184,27685.9835,44198.1191,#N/A N/A,39542.7562,5074.666,97657.8199,5932.2925,22308.9965,9041.8837,90712.3088,8946.9908,50241.8176,19570.8526,62526.7422,73233.1497,57960.8624,216727.3005,10072.8749,11543.2247,9638.8751,2672.9304,7384.9069,30674.3954,103569.1422,19620.3426,100009.3867,2461.4714,17065.7499,24794.2564,1863.2475,178350.6331,#N/A N/A,#N/A N/A,72189.0209,5822.2181,388980.2113,15673.4323,15701.4984,#N/A N/A,8543.6692,36116.9302,#N/A N/A,8131.7722,4614.2599,46546.4725,10335.046,19838.5304,13420.3997,82929.4617,30853.3705,9952.4132,9176.2686,31925.1171,12668.758,15098.2259,15241.8171,10838.1263,5374.3745,8833.1639,8833.1639,18534.0006,11207.7966,6387.4053,9102.4191,18573.7667,4513.509,190541.4223,19052.3438,#N/A N/A,60126.6949,#N/A N/A,28317.5342,1299.7891,17118.7627,23098.2221,26524.1637,20914.7799,#N/A N/A,205716.4584,#N/A N/A,243866.2084,15861.4516,18706.9892,8394.178,7729.0041,22074.515,#N/A N/A,128523.3121,45659.2224,12164.0396,7630.9913,2315.6036,2804.3724,31148.2385,23510.296,38905.92,34286.044,37256.9888,4131.7488,5968.0987,#N/A N/A,123730.7629,18686.7454,6290.2041,41788.4958,13393.1027,7769.2803,15435.1992,8110.0977,14582.7531,4789.2597,#N/A N/A,19847.9057,14370.884,103947.2822,4919.5193,14310.372,59706.856,37149.1258,26343.6877,10287.5952,104513.4042,1587.5724,7886.9447,6572.7261,44720.6934,#N/A N/A,61090.4331,23620.5,27268.6708,3934.6743,4543.8592,31742.1677,21743.3882,20771.3642,#N/A N/A,14820.8624,14123.6206,24762.8082,35789.1218,24250.2088,173245.8,14505.1919,10561.0558,3655.141,3402.87,25994.7237,#N/A N/A,26528.5901,4623.457,48683.1857,46946.7968,51903.3063,23617.6022,1037.8165,10527.5495,3911.7562,6635.7356,21753.6028,35071.6706,10864.2348,25911.4023,16422.6192,16392.8875,2344.5306,56617.6761,11754.1604,3550.8247,#N/A N/A,#N/A N/A,8169.5248,11165.8699,8468.5891,99549.5368,102228.638,101490.3827,8911.8719,76872.022,179792.0414,#N/A N/A,25358.572,#N/A N/A,8994.0033,10404.819,6943.3065,29394.1698,#N/A N/A,22470.2822,20899.4356,194041.0771,8168.1842,9703.3774,82475.9309,21592.5104,15446.2,26060.8809,12092.2394,26046.8144,273284.0593,23596.667,31752.2132,287992.0213,6440.6591,3680.7275,#N/A N/A,19149.7559,15106.1877,#N/A N/A,390000.1033,6432.9015,32138.2209,20019.317,4101.2386,22183.6237
1/16/2015,12826.0592,621614.375,102841.3859,#N/A N/A,66992.6206,7649.7883,59173.777,35774.5385,16708.5925,30695.7897,40767.543,12934.5409,11292.2234,#N/A N/A,9533.4294,26215.1289,71549.5017,4579.2232,7452.251,10540.8022,6582.2709,4570.0964,29712.6542,5109.0345,28667.9461,#N/A N/A,1853.0635,11942.4953,120512.9454,23003.7664,38623.4148,134614.4921,4158.0192,7599.9082,27247.6619,4894.727,#N/A N/A,29901.0247,16222.1791,3904.8945,19715.9257,6963.1577,5893.9479,23639.9973,26508.5192,4802.8474,9989.3073,1331.8255,89023.5672,18527.8163,93237.0483,161743.004,8882.127,39027.8509,12273.0927,27146.9486,32238.8448,18921.7315,13352.168,83303.8211,42169.086,52786.3922,24467.7994,#N/A N/A,57506.0332,103358.363,5611.9174,367524.8389,4576.0326,19181.0435,11550.5795,38345.575,21600.8497,144233.9371,15430.9715,27224.8969,#N/A N/A,50768.7488,37071.6711,5614.249,11014.5682,27586.6716,35278.026,5365.5576,6160.0191,8674.0888,#N/A N/A,14802.6941,12654.796,11015.0016,10744.647,17604.2187,28221.7199,8460.6307,62742.8599,14115.1527,146075.2865,28644.9948,22053.4147,25733.9674,10118.0978,6353.2642,9885.3043,42615.145,#N/A N/A,77645.9821,20211.5021,61547.274,11712.9602,#N/A N/A,4422.9971,6852.2613,3200.5283,35739.84,#N/A N/A,141544.1263,5657.5625,#N/A N/A,9260.6902,11994.0969,33511.787,#N/A N/A,113193.8992,198721.417,194.6147,45404.8917,38365.3913,#N/A N/A,52787.7324,29894.3995,2994.6214,#N/A N/A,27285.8776,20520.6959,10079.8179,8679.7438,58000.1638,161327.7182,10004.0231,13719.1992,22141.0928,11504.2566,#N/A N/A,#N/A N/A,7331.1167,15922.1348,61781.8329,16128.2445,24832.3704,4514.8533,14951.3739,66665.4298,30674.9029,20238.5545,10047.2699,7723.6573,22155.1628,28174.9532,36714.7265,10555.8416,41777.1438,470.2729,49490.7289,2273.1396,12098.2025,28768.0136,11452.3383,4622.9472,17598.2054,14589.6726,30654.4144,16003.2627,#N/A N/A,13816.7893,#N/A N/A,#N/A N/A,10564.2245,7759.2584,57807.2866,3724.6875,13413.946,19990.36,5848.5973,50078.3391,17218.8295,9178.0018,#N/A N/A,2372.3238,17958.609,15079.3262,7768.1342,#N/A N/A,#N/A N/A,9827.4494,4080.599,5097.3457,#N/A N/A,46086.3711,#N/A N/A,236895.3183,#N/A N/A,17688.4794,#N/A N/A,151937.5823,32246.1636,6670.1477,29700.4215,54113.531,3129.4006,345404.8326,345404.8326,14864.9083,5875.7783,#N/A N/A,79787.7218,16451.9531,33161.1202,6603.3471,8079.3835,29366.1769,137212.1881,20933.7791,17241.9912,5584.5802,25462.2052,8121.0334,#N/A N/A,#N/A N/A,70318.7051,13574.7191,11747.9526,#N/A N/A,24441.4192,5429.9771,22991.0418,#N/A N/A,155515.2449,23600.8907,7604.8605,5729.2514,8693.1113,12565.8958,176235.75,24672.6014,#N/A N/A,22909.036,8268.388,7617.4343,#N/A N/A,8460.4677,19236.3698,7387.2841,36470.1978,15656.2774,5085.0254,9351.2541,4071.2239,17846.4657,5195.2061,291219.441,9356.4629,207768.7667,24184.9096,#N/A N/A,10742.4241,5867.5337,#N/A N/A,11400.5873,9837.0978,11157.2956,43819.3508,88257.08,13337.8365,186286.1971,32790.9906,#N/A N/A,14707.6059,3140.4354,8589.235,9889.88,7074.584,4546.0441,#N/A N/A,7766.802,78697.2189,61513.79,#N/A N/A,66148.0829,12332.154,8945.5255,26796.8283,44021.6795,#N/A N/A,39973.3306,5022.4947,96917.6375,6128.7061,21504.2518,8610.8089,89038.3986,9011.2999,49618.0557,19635.5186,62056.3637,71618.8706,55654.6972,209590.4097,9827.3148,12279.4835,9600.9976,2706.571,7261.13,30685.2134,103812.6533,19930.4728,104851.7384,2429.0454,17076.8894,21731.7496,1813.6539,179690.5435,#N/A N/A,#N/A N/A,68293.7891,6056.3615,381149.5014,15418.2666,15196.831,#N/A N/A,8335.844,31231.3141,#N/A N/A,7761.2316,4495.8617,47236.1145,11118.1551,20323.5138,13893.9495,80337.646,30972.55,9485.2682,8892.2573,32051.9883,12078.0999,14671.9618,14169.9773,10848.997,5241.6947,8632.1337,8632.1337,17977.8882,11753.3778,6237.4783,8929.6148,18261.0603,4289.0322,191068.3863,18555.2644,#N/A N/A,60529.9175,#N/A N/A,28826.3458,1264.592,17176.8662,22839.726,27631.1188,22038.1965,#N/A N/A,206661.557,#N/A N/A,246568.327,15537.3878,17837.4152,7997.4567,7907.0781,22074.515,#N/A N/A,128492.2378,44433.1536,12044.4913,7888.3399,1855.7356,2752.6969,31616.21,23496.9945,36936,34933.7652,33670.2218,3951.9562,5718.6936,#N/A N/A,118526.8219,18479.6592,6529.7068,41549.5824,12484.6291,7487.6919,14914.2317,8468.4703,14200.2458,4760.1545,#N/A N/A,19368.387,14281.9992,105889.1145,4899.186,14138.0279,60320.462,35125.184,26286.0891,10371.0852,104654.9516,1612.3998,7702.7436,6493.1123,46205.3844,#N/A N/A,62405.0413,24644.055,27810.3509,3853.8236,4171.2147,30752.7038,20750.2181,21529.8505,#N/A N/A,14385.3693,14079.7702,24170.8354,34975.7326,23527.1117,175320.6,14062.3085,10701.646,3536.337,3450.3277,25642.2357,#N/A N/A,25945.1484,4566.3057,47734.1088,46253.8552,50119.1927,23528.7839,917.8255,9951.5658,3748.2396,6407.8102,21140.1494,35306.9619,10402.0426,24207.4637,16426.6892,16358.3762,2457.2565,56284.9416,11834.2146,3582.207,#N/A N/A,#N/A N/A,8452.8167,10689.1608,8349.5126,101517.1086,99490.2121,102138.5877,8215.2108,74295.3062,175941.2773,#N/A N/A,23664.5255,#N/A N/A,8809.619,10373.4842,6860.9652,29550.5089,#N/A N/A,23043.4133,20959.3193,199145.2371,8012.2514,9448.5513,82868.3101,19727.36,14660.8,24702.3339,12597.3983,27626.2036,266994.2819,23921.7909,31393.4312,279676.1912,6261.7166,3685.7024,#N/A N/A,19207.4359,14897.4071,#N/A N/A,385850.265,6269.2144,31687.6033,19814.3988,4221.9232,22168.5839
