DATES,LYB UN Equity,AXP UN Equity,VZ UN Equity,TPL UN Equity,AVGO UW Equity,BA UN Equity,SOLV UN Equity,CAT UN Equity,JPM UN Equity,CVX UN Equity,KO UN Equity,ABBV UN Equity,DIS UN Equity,CPAY UN Equity,EXR UN Equity,XOM UN Equity,PSX UN Equity,GE UN Equity,HPQ UN Equity,HD UN Equity,MPWR UW Equity,IBM UN Equity,JNJ UN Equity,LULU UW Equity,MCD UN Equity,MRK UN Equity,MMM UN Equity,AWK UN Equity,BAC UN Equity,PFE UN Equity,PG UN Equity,T UN Equity,TRV UN Equity,RTX UN Equity,ADI UW Equity,WMT UN Equity,CSCO UW Equity,INTC UW Equity,GM UN Equity,MSFT UW Equity,DG UN Equity,CI UN Equity,KMI UN Equity,C UN Equity,AIG UN Equity,MO UN Equity,HCA UN Equity,IP UN Equity,HPE UN Equity,ABT UN Equity,AFL UN Equity,APD UN Equity,SMCI UW Equity,RCL UN Equity,HES UN Equity,LII UN Equity,ADM UN Equity,ADP UW Equity,VRSK UW Equity,AZO UN Equity,LIN UW Equity,AVY UN Equity,ENPH UQ Equity,MSCI UN Equity,BALL UN Equity,AXON UW Equity,DAY UN Equity,CARR UN Equity,BK UN Equity,OTIS UN Equity,BAX UN Equity,BDX UN Equity,BRK/B UN Equity,BBY UN Equity,BSX UN Equity,BMY UN Equity,BF/B UN Equity,CTRA UN Equity,HLT UN Equity,CCL UN Equity,BLDR UN Equity,UDR UN Equity,CLX UN Equity,PAYC UN Equity,CMS UN Equity,CL UN Equity,EPAM UN Equity,CAG UN Equity,ABNB UW Equity,ED UN Equity,GLW UN Equity,GDDY UN Equity,CMI UN Equity,CZR UW Equity,DHR UN Equity,TGT UN Equity,DE UN Equity,D UN Equity,DOV UN Equity,LNT UW Equity,STLD UW Equity,DUK UN Equity,REG UW Equity,ETN UN Equity,ECL UN Equity,RVTY UN Equity,DELL UN Equity,EMR UN Equity,EOG UN Equity,AON UN Equity,ETR UN Equity,EFX UN Equity,EQT UN Equity,IQV UN Equity,IT UN Equity,FDX UN Equity,FMC UN Equity,BRO UN Equity,F UN Equity,NEE UN Equity,BEN UN Equity,GRMN UN Equity,FCX UN Equity,DXCM UW Equity,GD UN Equity,GIS UN Equity,GPC UN Equity,ATO UN Equity,GWW UN Equity,HAL UN Equity,LHX UN Equity,DOC UN Equity,PODD UW Equity,FTV UN Equity,HSY UN Equity,SYF UN Equity,HRL UN Equity,AJG UN Equity,MDLZ UW Equity,CNP UN Equity,HUM UN Equity,WTW UW Equity,ITW UN Equity,CDW UW Equity,TT UN Equity,IPG UN Equity,IFF UN Equity,GNRC UN Equity,NXPI UW Equity,K UN Equity,BR UN Equity,KMB UN Equity,KIM UN Equity,ORCL UN Equity,KR UN Equity,LEN UN Equity,LLY UN Equity,CHTR UW Equity,L UN Equity,LOW UN Equity,HUBB UN Equity,IEX UN Equity,MMC UN Equity,MAS UN Equity,SPGI UN Equity,MDT UN Equity,VTRS UW Equity,CVS UN Equity,DD UN Equity,MU UW Equity,MSI UN Equity,CBOE UF Equity,NEM UN Equity,NKE UN Equity,NI UN Equity,NSC UN Equity,PFG UW Equity,ES UN Equity,NOC UN Equity,WFC UN Equity,NUE UN Equity,OXY UN Equity,OMC UN Equity,OKE UN Equity,RJF UN Equity,PCG UN Equity,PH UN Equity,ROL UN Equity,PPL UN Equity,APTV UN Equity,COP UN Equity,PHM UN Equity,PNW UN Equity,PNC UN Equity,PPG UN Equity,PGR UN Equity,VLTO UN Equity,PEG UN Equity,COO UW Equity,EIX UN Equity,SLB UN Equity,SCHW UN Equity,SHW UN Equity,WST UN Equity,SJM UN Equity,SNA UN Equity,AME UN Equity,UBER UN Equity,SO UN Equity,TFC UN Equity,LUV UN Equity,WRB UN Equity,SWK UN Equity,PSA UN Equity,ANET UN Equity,SYY UN Equity,CTVA UN Equity,TXN UW Equity,TXT UN Equity,TMO UN Equity,TJX UN Equity,GL UN Equity,JCI UN Equity,ULTA UW Equity,UNP UN Equity,KEYS UN Equity,UNH UN Equity,BX UN Equity,VTR UN Equity,LH UN Equity,VMC UN Equity,WY UN Equity,WMB UN Equity,CEG UW Equity,WEC UN Equity,ADBE UW Equity,VST UN Equity,AES UN Equity,EXPD UN Equity,AMGN UW Equity,AAPL UW Equity,ADSK UW Equity,CTAS UW Equity,CMCSA UW Equity,TAP UN Equity,KLAC UW Equity,MAR UW Equity,FI UN Equity,MKC UN Equity,PCAR UW Equity,COST UW Equity,SYK UN Equity,TSN UN Equity,LW UN Equity,AMAT UW Equity,CAH UN Equity,CINF UW Equity,PARA UW Equity,DHI UN Equity,EA UW Equity,ERIE UW Equity,FICO UN Equity,FAST UW Equity,MTB UN Equity,XEL UW Equity,FITB UW Equity,GILD UW Equity,HAS UW Equity,HBAN UW Equity,WELL UN Equity,BIIB UW Equity,NTRS UW Equity,PKG UN Equity,PAYX UW Equity,QCOM UW Equity,ROST UW Equity,IDXX UW Equity,SBUX UW Equity,KEY UN Equity,FOXA UW Equity,FOX UW Equity,STT UN Equity,NCLH UN Equity,USB UN Equity,AOS UN Equity,GEN UW Equity,TROW UW Equity,WM UN Equity,STZ UN Equity,IVZ UN Equity,INTU UW Equity,MS UN Equity,MCHP UW Equity,CRWD UW Equity,CB UN Equity,HOLX UW Equity,CFG UN Equity,JBL UN Equity,ORLY UW Equity,ALL UN Equity,EQR UN Equity,BWA UN Equity,KDP UW Equity,HST UW Equity,INCY UW Equity,SPG UN Equity,EMN UN Equity,AVB UN Equity,PRU UN Equity,UPS UN Equity,WBA UW Equity,STE UN Equity,MCK UN Equity,LMT UN Equity,COR UN Equity,COF UN Equity,CPB UW Equity,WAT UN Equity,NDSN UW Equity,DLTR UW Equity,DRI UN Equity,EVRG UW Equity,MTCH UW Equity,DPZ UN Equity,NVR UN Equity,NTAP UW Equity,ODFL UW Equity,DVA UN Equity,HIG UN Equity,IRM UN Equity,EL UN Equity,CDNS UW Equity,TYL UN Equity,UHS UN Equity,SWKS UW Equity,DGX UN Equity,ROK UN Equity,KHC UW Equity,AMT UN Equity,REGN UW Equity,AMZN UW Equity,JKHY UW Equity,RL UN Equity,BXP UN Equity,APH UN Equity,HWM UN Equity,VLO UN Equity,SNPS UW Equity,CHRW UW Equity,ACN UN Equity,TDG UN Equity,YUM UN Equity,PLD UN Equity,FE UN Equity,VRSN UW Equity,PWR UN Equity,HSIC UW Equity,AEE UN Equity,ANSS UW Equity,FDS UN Equity,NVDA UW Equity,CTSH UW Equity,ISRG UW Equity,TTWO UW Equity,RSG UN Equity,EBAY UW Equity,GS UN Equity,SBAC UW Equity,SRE UN Equity,MCO UN Equity,ON UW Equity,BKNG UW Equity,FFIV UW Equity,AKAM UW Equity,CRL UN Equity,MKTX UW Equity,DVN UN Equity,TECH UW Equity,GOOGL UW Equity,TFX UN Equity,ALLE UN Equity,NFLX UW Equity,WBD UW Equity,A UN Equity,ELV UN Equity,TRMB UW Equity,CME UW Equity,JNPR UN Equity,DTE UN Equity,NDAQ UW Equity,CE UN Equity,PM UN Equity,CRM UN Equity,IR UN Equity,HII UN Equity,ROP UW Equity,MET UN Equity,TPR UN Equity,CSX UW Equity,EW UN Equity,AMP UN Equity,ZBRA UW Equity,ZBH UN Equity,CBRE UN Equity,CPT UN Equity,MA UN Equity,KMX UN Equity,ICE UN Equity,SW UN Equity,FIS UN Equity,CMG UN Equity,WYNN UW Equity,LYV UN Equity,AIZ UN Equity,NRG UN Equity,RF UN Equity,MNST UW Equity,MOS UN Equity,BKR UW Equity,EXPE UW Equity,CF UN Equity,LDOS UN Equity,APA UW Equity,GOOG UW Equity,FSLR UW Equity,DFS UN Equity,V UN Equity,MAA UN Equity,XYL UN Equity,MPC UN Equity,AMD UW Equity,TSCO UW Equity,RMD UN Equity,MTD UN Equity,J UN Equity,CPRT UW Equity,VICI UN Equity,FTNT UW Equity,ALB UN Equity,MRNA UW Equity,ESS UN Equity,CSGP UW Equity,O UN Equity,PLTR UW Equity,WAB UN Equity,POOL UW Equity,WDC UW Equity,PEP UW Equity,TEL UN Equity,FANG UW Equity,PANW UW Equity,NOW UN Equity,CHD UN Equity,FRT UN Equity,MGM UN Equity,AEP UW Equity,INVH UN Equity,PTC UW Equity,JBHT UW Equity,LRCX UW Equity,MHK UN Equity,PNR UN Equity,GEHC UW Equity,VRTX UW Equity,AMCR UN Equity,META UW Equity,TMUS UW Equity,URI UN Equity,HON UW Equity,ARE UN Equity,DAL UN Equity,STX UW Equity,UAL UW Equity,NWS UW Equity,CNC UN Equity,MLM UN Equity,APO UN Equity,TER UW Equity,PYPL UW Equity,TSLA UW Equity,BLK UN Equity,ACGL UW Equity,KKR UN Equity,DOW UN Equity,EG UN Equity,TDY UN Equity,GEV UN Equity,NWSA UW Equity,EXC UW Equity,GPN UN Equity,CCI UN Equity,ALGN UW Equity,KVUE UN Equity,TRGP UN Equity,BG UN Equity,DECK UN Equity,LKQ UW Equity,WDAY UW Equity,ZTS UN Equity,DLR UN Equity,EQIX UW Equity,LVS UN Equity,MOH UN Equity
1/2/2015,80.07,93.02,46.96,39.33333333,10.009,129.95,,91.88,62.49,112.58,42.14,65.89,93.75,150.26,58.94,92.83,72.29,119.9333203,18.26920144,103.43,48.62,154.7938778,104.52,55.34,93.26,54.53215194,137.1664645,53.94,17.9,29.69924217,90.44,25.56426312,105.44,67.85227205,55.54,28.63333333,27.61,36.36,34.84,46.76,70.78,102.83,42.81,54.26,56.11,48.97,73.97,50.41231712,,44.9,30.54,134.4506167,3.473,82.95,74.14,94.55,52.02,83.29,63.97,616.79,,51.79,14.21,47.69,34.155,26.51,,,40.46,,39.82624398,136.3551084,149.17,38.79,13.22,59.51,35.3,30.1,53.22106081,45.61,,31.37,103.87,26.06,35.14,69.04,46.47,27.87329718,,66.34,23.01,,146.42,4,57.58748147,75.33,88.34,77.49,58.10074442,,19.9,84.05,,67.93,104.31,44.09,,61.79,92.24,94.33,43.855,81.32,42.19739184,59.11,83.6,172.45,49.36974624,16.28,15.36,26.6725,55.49,,23.55,13.6275,138.45,53.11,106.52,55.9,255.22,39.49,71.62,40.82987025,45.18,,103.71,29.48,25.81,46.98,36.79,23.63,142.99,,94.68,34.86,49.07565302,20.25,100.85,46.37,76.81,61.4418484,45.6,115.55,25.46,44.33,31.765,44.210278,70.06,184.0632603,41.74,67.7,107.53,77.88,56.97,21.9810389,88.66,71.88,56.35,95.1,64.86570614,34.75,66.51,63.35,19.34,47.515,16.68110955,109.15,,53.74,146.46,54.7,49.01,80.6174174,75.93,49.92,38.1,53.34,129.16,9.614814815,33.73978932,60.80022256,68.92,21.26,68.64,90.82,114.7,27.04,,41.9,,65.51,85.67,30.22,87.48,52.16,100.48,136.29,52.62,,49.37,38.65,42.69,15.00740741,96.02,187.23,3.9175,39.85,,53.48,42.17,128.12,33.98,54.16,40.86677117,126.84,118.61,33.42,100.78,33.48340715,64.20240546,95.71791366,66.98,36.11,45.22,,53.19,72.34,,13.7,,159.89,27.3325,59.53,19.6125,28.675,73.86,70.29,77.75,,36.975,45.43333333,141.61,93.99,39.95,,24.96,80.51,51.61,,24.96,46.87,89.34,72.17,23.7,125.39,,20.21,94.91,54.97,10.5,76.95,315.025753,67.55,78.29,46.24,74.28,46.865,73.665,40.72,13.86,,,78.35,,44.83,28.005,25.59,85.76,51.75,97.5,39.14,91.21,38.71,22.435,,114.44,26.38,24.76,21.62,192.11,70.12,73.41,48.14968718,,,73.76,185.34,76.48,165.81,90.11,110.38,76,65.16,207.2,193.31,90.46,82.49,,113.88,78.25,70.35,52.31078692,,,94.29,1251.99,41.46,25.83666667,75.83,41.79,38.96,75.59,18.83,107.85,110.97,73.32,68.97,111.04,,99.67,410.16,15.426,62.21,183.1,131.26,13.41,,50.34,43.1,73.84,88.84,197.75,52.0235569,43.43,39.2,57.19,28.35,53.63336768,45.99,81.64,140.59,0.50325,52.67,58.39666667,28.095,40.57,23.65755238,194.41,110.97,56.045,95.89,10.2,1142.060063,130.33,63.25,63.88,70.35,60.96,22.86,26.4775,114.65,55.05,49.84857143,,40.56,125.46,26.91,88.14,22.45,74.03237149,15.95333333,59.99,81.02,59.24,,111.91,,48.04108785,37.31,,21.28666667,132.09,77.43,109.2261486,34.67,75.25,85.68,66.47,43.528,,62.41,13.568,146.89,26.16,67.77,27.5,10.51,18.02666667,45.77,,85.76,55.58,43.14,,26.16864091,44.545,65.36,66.255,76.15,38.08,45.82,2.69,15.614,57.17,301.95,37.27225728,4.5725,,6.158,60.31,,210.35,18.013,47.08268422,,87.11,63.08,110.43,,63.17,59.93,,67.38,39.545,135.74,21.02,,,36.35,83.215,7.945,154.57,44.77708696,,123.07,,78.45,,103.59,,89.79,49.18,66.02,,14.98,26.11,110.85,23.57,,,14.62066667,356.73,19.49666667,23.49,,168.82,102.16,,15.59,,40.325,79.51,56.2,,107.06,91.16,14.95666667,27.78,,43.31,66.41,226.65,56.3,52.43
1/9/2015,78.98,90.42,46.76,41.08333333,10.4895,131.54,,87.65,59.34,108.21,43.03,65.78,94.25,143.55,63.14,92.1,67.31,115.0038981,18.46442402,104.89,48.09,151.976144,104.94,58.63,93.21,59.65258656,135.1264415,54.3,16.98,30.95053485,90.25,25.2095184,105.83,67.25066116,54.72,29.78333333,27.79,36.76,35.59,47.19,68.12,108,41.81,50.78,53.32,50.6,74.65,50.24187728,,45.2,29.315,132.5368934,3.453,83.92,71.12,95.92,48.82,84.56,63.09,606.02,,53.02,11.53,51.97,33.04,26.27,,,39.03,,39.32101404,141.0055722,149.47,38.06,14.65,60.32,35.636,30.05,52.74917014,46.3,,32.01,106.62,25.43,35.28,68.6,48.34,28.20011976,,67.13,23.31,,143.6,4.185,57.45983773,76.43,85.65,76.5,56.21194556,,18.9,84.93,,66.06,101.33,43.55,,60.9,87.46,94.78,43.895,82.74,41.41353936,58.82,83.11,172.66,49.86370368,16.235,15.21,26.66,53.87,,23.45,14.5475,138.97,53.03,101.37,55.25,248.23,39.8,69.94,42.3865944,41.29,,106.41,29.7,25.64,47.23,37.22,22.71,146.75,,93.57,35.71,47.90422975,20.29,102.15,45.22,80.32,62.3332619,46.71,115.94,26.54,43.39,32.92,46.705778,69.93,179.1417828,40.05,68.33,106.68,75.08,56.71,22.3062282,87,74.4,55.84,97.92,63.18679557,33.525,65.11,65.99,20.72,47.995,16.70468709,103.17,,53.48,152.74,52.68,47.78,77.50867384,74.84,43.72,36.42,55.83,125.85,9.751111111,32.80257295,58.76489344,64.92,22.64,69.09,86.77,113.485,26.92,,41.33,,67.38,81.22,28.45,91.47333333,51.79,101.04,135.73,50.99,,49.7,36.83,40.79,15.03703704,94.61,198.5,4.15125,41.25,,53.6,42.58,129.75,33.875,52.57,40.96985177,131.57,114.98,33.96,103.72,33.56189155,66.61076196,99.652468,68.29,36.52,42.48,,53.62,71.84,,12.9,,155.73,28.0025,58.27,19.28,28.145,77.58,69.17,78.73,,37.315,43.48666667,143.32,94.6,40.35,,24.24,83.84,51.69,,26.06,47.51,87.12,71.83,22.995,118.85,,18.93,102.21,53.22,9.99,79.49,315.3297163,64.11,78.56,47.14,74.42,47.6,74.995,39.895,13.02,,,76.03,,42.96,27.755,25.36,83.865,51.53,107.34,37.65,87.97,36.88,22.26,,113.37,26.76,23.89,21.75,187.81,70.42,77,47.07656664,,,72.03,196.57,74.44,173.28,85.32,109.6,75.67,66.05,216.67,195.02,93,79.37,,116.52,74.17,69.46,53.62706314,,,100.5,1312,40.645,24.71,75.22,40.68,39.48,74.9,18.55,107.49,112.85,74.08,68.39,107.51,,99.41,411.04,14.8465,62.54,175.99,137.77,13.4,,48.65,42.93,72.06,89.78,201.32,52.82170684,44.15,38.97,57.34,27.53,55.34817737,45,80.76,139.37,0.4985,54.115,57.87444444,27.87,40.42,23.41344314,187.35,110.85,55.375,93.82,10.355,1051.959938,129.89,60.78,66.73,71.51,60.41,22.945,25.036,111.64,55.88,47.04142857,,40.59,129.8,25.62,88.79,23.05,73.8536932,16.16666667,58.21,82.72,58.16,,115.88,,45.4657077,38.2,,22.19333333,127.68,80.54,114.6782398,34.65,77.66,84.44,65.04,44.326,,62.93,14.2854,149.05,25.29,66.34,27.14,9.73,19.50666667,45.96,,87.55,59.436,42.37,,24.74056242,44.2,63.32,65.1325,78.83,35.37,44.245,2.63,15.984,58.16,299.28,35.09303256,4.515,,6.214,59.02,,220.62,17.72,48.73861573,,84.86,64.58,112.22,,63.92,61.84,,67.11,39.86,141.81,20.51,,,35.62,80.81,7.973,158.35,43.72951264,,122.21,,77.74,,89.29,,93.36,46.88,66.445,,14.88,26.4675,109.78,23.87,,,13.77733333,349.23,19.70333333,23.74,,171.6,99.99,,15.41,,42.74,81.62,62.58,,92.82,89.46,15.625,27.39,,44.25,68.18,216.89,55.11,50.86
1/16/2015,79.84,86.04,47.99,36.33333333,10.382,130.78,,83.86,55.93,105.12,42.53,64.54,95.18,139.72,66.7,91.12,60.83,112.8981256,17.40659004,104.12,46.81,150.094471,104.04,63,91.49,60.10074378,135.44415,55.71,15.38,31.0927272,91.25,25.5114288,106.54,68.50696626,53.69,28.92333333,27.68,36.45,33.68,46.24,67.63,107.89,41.53,47.61,51.11,53.05,69.84,51.20770304,,44.49,29.09,129.1624538,3.507,82.99,70.02,94.63,47.68,84.57,62.9,580.85,,52.72,10.78,54.06,32.435,25.36,,,37.46,,39.12000858,136.8620772,149.21,34.99,14.46,62.31,35.776,29.04,53.05692492,45.46,,33.12,109.08,23.49,36.64,69.17,47.45,28.19233827,,69.1,23.17,,140.86,4.19,55.45112833,74.94,87.3,77.76,56.15544303,,17.35,87.35,,64.59,102.21,43.37,,60.35,90.31,95.56,44.335,83.32,41.14681178,59.58,83.92,176.76,50.51364768,15.915,15.02,27.055,51.8,,19.24,14.7425,139.07,53.41,97.1,58.47,241.29,39.13,67.64,43.88869665,33.09,,110.66,28.99,25.745,46.18,36.94,23,149.94,,93.29,35.77,47.80337874,19.77,107.36,45.44,77.91,63.9190396,46.76,117.65,27.71,43.51,33.37,43.12224,70.68,178.1796063,39.31,67.99,104.67,72.16,56.73,21.2427713,90.77,72.76,56,98.74,63.72746168,28.99,64.05,66.52,22.29,46.495,17.29412559,103.58,,55.55,153.33,51.64,44.42,78.02846376,73.58,42.89,35.1,58.16,120,9.691851852,32.78401421,55.77471856,63.08,21.57,71.42,84.44,115.19,26.37,,43.55,,68,81.33,26.9,91.27333333,51.86,101.86,132.56,48.56,,51.35,36.02,39.48,14.61925926,91.83,202.25,4.03375,40.02,,53.285,42.87,125.29,33.375,51.85,39.82659424,129.72,111.9,34.96,105.77,33.03212185,68.309748,100.5459039,66.89,36.63,42,,55.86,71.73,,13.37,,158.43,26.4975,56.85,19.7325,28.385,75.05,67.835,75.89,,37.18,43,139.72,92.45,40.36,,23.47,82.26,51.75,,23.76,48.085,88.41,73.89,22.625,115.03,,18.3,100.71,52.54,9.92,84.31,324.9183778,62.3,80.37,47.3,71.29,46.45,79.745,40.305,12.4,,,73.66,,41.52,27.33,25.63,81.5,52.24,111.6,36.34,86.42,34.89,22.42,,111.75,29.025,23.19,21.07,182.91,70.84,79.39,44.6840356,,,74.38,200.8,71.07,179.08,81,110.3,76.03,64.69,213.98,194.71,92.42,76.65,,113.46,72.53,66.71,52.9196766,,,98.49,1279.61,38.75,24.13,75.05,39.96,40.33,74.22,18.33,108.44,108.22,73.85,69.74,104.69,,97.42,408.69,14.537,63.53,170.05,141.09,13.105,,45.4,42.41,73.45,88.89,204,52.08108122,44.15,40.92,56.66,26.37,54.67793175,46.54,82.69,140.23,0.499,55.035,58.95888889,29.21,40.17,22.58431348,177.23,109.515,56.475,94.13,9.84,1008.22,126.29,59.22,68.21,72.41,60.7,23.265,25.52275,110.26,53.37,48.19142857,,38.25,136.01,24.74,85.04,21.63,76.54237604,15.43,56.46,82.7,56.64,,115.65,,43.65670365,36.11,,21.52666667,124.66,82.91,113.504391,33.09,79.31,83.8,63.51,41.88,,63.29,14.2222,146.99,25.03,65.18,26.3,9.07,19.815,45.99,,83.48,59.526,42.4,,25.33443165,40.72,60.17,63.7375,81.44,34.47,38.78,2.39,15.304,60.73,292,32.5213804,4.37625,,6.184,58.52,,228.17,17.489,51.11114918,,83.24,63.39,106.37,,63.05,65.63,,63.96,41.17,144.24,20.01,,,34.07,79.82,7.758,168.45,43.29973856,,122.86,,75.18,,82.31,,96.7,45.84,63.41,,14.54,27.0725,107.94,23.95,,,12.87133333,348.07,19.75,22.95,,170.7,96.74,,15.06,,43.81,82.63,56.92,,88.94,91.96,14.41,25.63,,44.22,72.1,220.24,54.89,50.19
1/23/2015,80.8,84.13,47.15,36.73666667,10.698,134.62,,85.61,56.68,106.85,43.31,62.43,94.72,142.96,66.5,90.89,68.52,117.1575292,18.19656048,105.37,48,148.8814127,102.2,66.2,89.56,59.58583974,137.1330215,56.56,15.73,30.76094505,90.08,25.18687512,107,70.7659562,54.51,29.50333333,28.21,36.445,33.75,47.18,69.5,109.97,42.27,48.62,51.51,54.19,68.64,51.19823416,,43.86,29.365,132.6293438,3.635,84.51,70.83,98.62,47.87,86.85,65.115,604,,52.58,11.84,54.22,31.94,27.61,,,36.9,,38.80491894,139.806396,149.12,35.01,14.84,62.07,37.168,28.48,54.49311392,46.38,,33.66,108.4,27.04,37.55,67.14,46.39,28.60475724,,70.37,23.85,,145.85,4.025,56.526023,75.29,88.35,79.09,56.30880704,,17.025,88.72,,67.01,105.88,44.29,,58.12,90.79,94.42,44.8,85.24,40.85831052,60.97,85.6,176.01,50.19300864,15.875,14.91,27.37,53.31,,19.24,14.485,141.32,54.56,98.4,58.66,245.99,40.99,69.7,43.83407475,32.22,,108.62,30.97,26.675,45.51,36.94,22.97,151.47,,93.56,35.74,50.16174082,20.59,109.05,45.99,80.23,64.4445044,47.64,111.65,27.98,44.19,33.98,43.651286,72.13,175.7686353,39.44,69.71,106.98,73.13,56.65,21.6646385,91.82,76.95,54.21,100.62,63.41444446,30.95,65.48,65.83,24.15,48.08,17.37664698,104.78,,55.84,156.19,53.26,43.8,78.8181446,74.36,44.06,35.07333333,58.87,121.97,9.872592593,33.19230649,58.35447728,64.65,20.69,72.26,86.28,113.905,26.49,,44,,68.39,82,27.19,91.33666667,50.7,106.49,134.34,48.83,,52.23,36.82,45.78,14.78518519,93.39,202.75,3.963125,40.98,,55.06,42.37,124.87,33.815,51.76,39.72351364,135.34,120.09,34.87,112,35.3768433,70.43785938,100.7606722,69.74,36.04,43.35,,56.95,74.06,,12.68,,159.81,28.245,58.19,19.945,28.155,78.09,65.24,78.51,,37.09,43.03333333,142.05,92.7,41.27,,24.11,83.47,52.05,,23.1,49.79,89.44,78.82,23.145,115.22,,17.67,105.54,54.94,10.04,83.23,329.3212405,66.88,80.06,48.375,72.175,47.3325,83.53,44.11,13.27,,,72.4,,43.32,27.775,26.645,82.17,53,110.61,37.03,89.42,35.15,23.26,,112.88,29.345,23.71,20.79,190.08,71.43,79.8,48.18487146,,,79.9,203.11,69.14,178.9,80.69,102.93,75.59,66.18,217.67,197.44,94.73,77.6,,114.45,72.5,72.07,54.81797972,,,98.1,1262.579938,39.48,24.95166667,75.85,40.14,40.75,73.7,18.455,111.17,106.51,80.86,70.89,106.86,,99.6,420.21,15.6195,64.14,168.77,142.67,13.7275,,50.16,43.52,74.12,89.22,208.4,53.28909194,45.31,41.23,56.81,27.35,56.17912515,46.33,84.71,144.32,0.51775,56.055,57.50777778,29.86,41.01,23.88903528,180.49,118.38,57.54,93.78,10.07,1037.99,114.85,61.02,68.79,74.02,60.16,23.35,27.0975,111.71,54.48,62.49357143,,38.81,140.77,25.555,88.515,22.01,77.63146276,15.52,53.65,82.82,58.62,,119.61,,43.46065395,37.62,,21.605,129.48,84.19,113.4849885,32.95,79.69,84.39,64.87,43.342,,64.01,14.2738,146.01,25.47,65.28,25.04,9.01,19.885,47.94,,87.44,60.35,42.7,,26.92356788,42.54,56.58,64.5725,82.11,35.17,43.58,2.45,15.943,65.24,303.05,33.22274008,4.6125,,6.386,56.84,,227.86,18.805,51.84711874,,84.99,64.78,106.1,,62.89,67,,68.74,40.995,145.07,20,,,34.87,83.02,8.042,167.09,43.1452885,,125.57,,77.83,,88.43,,98.4,50.56,63.98,,14.66,27.6075,109.83,24.62,,,13.41933333,355.12,19.80333333,24.26,,172.74,99.17,,15.18,,44.14,86.83,57.46,,91.12,91.9,13.055,26.98,,44.12,73.65,230.6,53.89,51.53
