Dates,XLC US Equity,XLY US Equity,XLP US Equity,XLE US Equity,XLF US Equity,XLV US Equity,XLI US Equity,XLB US Equity,XLRE US Equity,XLK US Equity,XLU US Equity
5/12/2017,#N/A N/A,12781.2,8775.56,16437.8,22475,16310.6,11140.1,3626.08,2242.24,17835.1,7142.58
5/19/2017,#N/A N/A,12432.8,8954.07,16643.8,21717.7,15933.8,10911.5,3436.06,2278.63,17782.1,7081.53
5/26/2017,#N/A N/A,12735.7,8789.81,16314.4,22268.8,16173.3,11255.9,3589.91,2302.4,17430.2,7148.88
6/2/2017,#N/A N/A,13006.1,9362.03,15675.2,21872.9,16503.3,11239.4,3738.47,2322.89,17649.2,7483.81
6/9/2017,#N/A N/A,12783.1,10230.2,16257.9,23863.6,16567.2,10555,3844.52,2286.39,16554.2,7576.82
6/16/2017,#N/A N/A,12725,10595.4,16520.2,24180.6,16522,10836.1,3696.25,2329.19,16166.5,7665.99
6/23/2017,#N/A N/A,12564.4,10214.1,15858.4,23023.9,17551.7,10723.5,3684.62,2301.92,16766.5,7990.77
6/30/2017,#N/A N/A,12297.5,9714.59,15936.2,24525.6,17529.1,10851.7,3660.36,2302.3,16320.6,6940.51
7/7/2017,#N/A N/A,12136,9638.56,15917.6,25498.3,17829.7,11014.8,3596.18,2270.44,16170.5,7142.91
7/14/2017,#N/A N/A,12284.2,9465.02,16148.8,25600.2,17782.1,11190.4,3650.57,2307.13,16830.9,7296.01
7/21/2017,#N/A N/A,12644.6,9199.56,15308.9,25452.1,18134.9,10869,3750.7,2463.82,17074.7,7696.36
7/28/2017,#N/A N/A,12918.3,9594.4,15858,25756.8,17908.3,10532,3651.78,2506.75,17146.2,7501.14
8/4/2017,#N/A N/A,12935.7,8452.27,15400.7,26255.7,17908.1,11890.5,3649.97,2483.36,17268.9,7664.95
8/11/2017,#N/A N/A,12679.5,8429.05,14682.2,25251.7,17776.6,11907.8,3453.4,2427.36,16993.3,7487.28
8/18/2017,#N/A N/A,12209.7,8358.48,14353.8,24696.2,17352.3,11655.6,3436.03,2454.19,16970.1,7819.34
8/25/2017,#N/A N/A,11597.5,8125.15,14482.1,25334.6,17022.8,11453.1,3558.29,2474.76,17091.1,7803.64
9/1/2017,#N/A N/A,11700.4,8752.42,14892,25142.7,17591.6,11561.1,3759.47,2450.89,17516.8,7991.16
9/8/2017,#N/A N/A,11610.2,9215,15328.8,23717.9,18077.5,10276.4,3714.48,2478.38,17302,8070.06
9/15/2017,#N/A N/A,11665.6,9598.44,15908.5,25041.1,18133.9,10434.6,3704.75,2447.35,17651.7,7608.84
9/22/2017,#N/A N/A,11783.8,8827.88,16253.9,26594.6,18466.9,10918.6,3897.64,2372.93,17711.4,7900.62
9/29/2017,#N/A N/A,11517,8808.01,16621.8,27443.8,17704,11056.5,4051.19,2353.52,17824.9,7775.76
10/6/2017,#N/A N/A,11566.2,7924.7,16532.4,28496.1,17743.9,12559,4288.87,2392.74,17922.4,7671.17
10/13/2017,#N/A N/A,11598.9,8104.84,16481.3,28171.9,17466.1,13055.5,4450.57,2436.88,18235.1,7641.87
10/20/2017,#N/A N/A,11539.1,7927.17,16469.8,29249.3,17909.7,13309.8,4533.18,2407.29,18654.2,7731.1
10/27/2017,#N/A N/A,11638.1,7740.48,16499.9,29361.5,17554.6,12874.8,4491.57,2372.4,19046.9,7584.47
11/3/2017,#N/A N/A,11563.7,7764.91,16951.9,29633.3,17347.5,12514.7,4551.9,2389.11,19456.9,7705.89
11/10/2017,#N/A N/A,11726.7,8010.2,17071.9,28654,17093.8,12185.1,4435.17,2446.15,19301.2,7839.35
11/17/2017,#N/A N/A,12249.4,8182.34,16350,29611.7,17293.2,12275.9,4330.9,2443.17,19290.4,8082.64
11/24/2017,#N/A N/A,12496.2,8161.92,16340.4,29505.2,17128,12337.9,4414.4,2417.51,19695.5,8151.45
12/1/2017,#N/A N/A,12796.3,8567.39,16721.4,31872.7,17440.1,13064.1,4511.4,2406.02,18850.1,7881.84
12/8/2017,#N/A N/A,12905.4,9525.33,16705.1,33442.4,17072.3,12527.5,4705.29,2372.14,18647.9,7733.76
12/15/2017,#N/A N/A,13040.1,9696.44,16841.5,32694.7,17233,12428.1,4710.08,2394.66,19510.4,7778.41
12/22/2017,#N/A N/A,12887.5,9598.05,17990.6,32664.1,16815.4,12503.3,4952.33,2352.07,19556,7441.3
12/29/2017,#N/A N/A,12918.8,9422.22,18142.6,32739.7,16537.3,12476.2,4928.58,2406.27,19319.7,7300.09
1/5/2018,#N/A N/A,13567.6,8290.25,19482.8,33302.1,17400.8,14567.4,5310.02,2376.69,20235.2,6933.36
1/12/2018,#N/A N/A,13790.8,8090.86,20421.4,33786.8,17352.3,15631.2,5443.54,2314.3,20394.1,7291.43
1/19/2018,#N/A N/A,13733.6,8351.78,20399.1,34148.1,17799.9,15744.8,5446.75,2304.55,21062.5,6882.33
1/26/2018,#N/A N/A,13712.6,8678.62,20379.3,35084.6,17975.3,15525.1,5468.4,2312.3,21573.9,7744
