Dates,XLC US Equity,XLY US Equity,XLP US Equity,XLE US Equity,XLF US Equity,XLV US Equity,XLI US Equity,XLB US Equity,XLRE US Equity,XLK US Equity,XLU US Equity
5/29/2015,#N/A N/A,76.3,48.79,78.39,19.9756,74.94,55.81,50.61,#N/A N/A,43.37,44.5
6/5/2015,#N/A N/A,76.52,47.59,77.67,20.1299,74.34,55.86,50.01,#N/A N/A,42.95,42.72
6/12/2015,#N/A N/A,76.59,48.06,76.95,20.3329,74.44,55.98,50.2,#N/A N/A,42.67,42.54
6/19/2015,#N/A N/A,77.45,48.66,75.91,20.0893,75.71,55.72,50.21,#N/A N/A,42.54,42.79
6/26/2015,#N/A N/A,77.9,48.43,76.08,20.2111,75.99,55.07,49.39,#N/A N/A,42.26,41.79
7/3/2015,#N/A N/A,77.2,48.17,74.53,20.0081,74.84,54.23,48.51,#N/A N/A,41.74,42.23
7/10/2015,#N/A N/A,77.67,49.18,73.49,20.0081,75.28,54.17,47.7,#N/A N/A,41.44,42.97
7/17/2015,#N/A N/A,79.15,50.07,72.44,20.6171,76.97,54.92,47.66,#N/A N/A,43.44,43.35
7/24/2015,#N/A N/A,78.85,49.68,69.51,20.3979,74.85,52.9,45.08,#N/A N/A,42.36,42.33
7/31/2015,#N/A N/A,80.22,50.31,69.38,20.4709,76.59,54.22,45.95,#N/A N/A,42.58,43.99
8/7/2015,#N/A N/A,78.28,50.16,67.03,20.4628,75.32,53.69,45.22,#N/A N/A,42.12,44.39
8/14/2015,#N/A N/A,78.36,50.16,69.34,20.5034,75.38,54.38,45.72,#N/A N/A,42.42,45.57
8/21/2015,#N/A N/A,74.36,47.71,63.5,19.1961,71.7,51.46,43.19,#N/A N/A,39.56,45.05
8/28/2015,#N/A N/A,75.56,47.64,65.75,19.188,71.8,51.75,43.6,#N/A N/A,40.6,43.15
9/4/2015,#N/A N/A,73.85,46.52,63.79,18.3922,68.68,50.36,42.05,#N/A N/A,39.3,40.96
9/11/2015,#N/A N/A,75.52,47.1,63.37,18.7738,70.63,51.51,42.81,#N/A N/A,40.46,41.55
9/18/2015,#N/A N/A,75.46,47.19,63.1,18.4003,70.91,50.86,41.88,#N/A N/A,40.06,42.23
9/25/2015,#N/A N/A,74.7,47.48,62.37,18.5221,66.88,49.81,40.2,#N/A N/A,39.81,42.73
10/2/2015,#N/A N/A,75.88,47.84,63.85,18.4328,68.29,50.41,41.36,#N/A N/A,40.08,43.35
10/9/2015,#N/A N/A,77.72,49.46,68.94,18.8713,68.44,53.38,44.15,30.16,41.48,43.79
10/16/2015,#N/A N/A,78.29,49.63,69.23,19.123,69.76,52.55,44.09,30.642,41.97,44.78
10/23/2015,#N/A N/A,79.63,50.74,68.26,19.6021,69.33,54.66,45.02,31.07,43.83,44.59
10/30/2015,#N/A N/A,80.97,49.88,68.03,19.5534,71.34,54.27,45.28,30.95,43.65,43.75
11/6/2015,#N/A N/A,81.42,49.18,69.8,20.0812,71.75,54.86,45.33,29.95,44.34,42.25
11/13/2015,#N/A N/A,77.73,47.83,65.98,19.4234,69.57,53.52,44.4,29.56,42.37,42.54
11/20/2015,#N/A N/A,81.23,49.08,66.9,20.0325,71.52,55.37,45.53,30.76,44.2,43.39
11/27/2015,#N/A N/A,81.47,49.96,67.77,19.9594,72.09,55.095,45.62,30.45,43.91,42.75
12/4/2015,#N/A N/A,81.22,50.44,64.7,20.1218,71.78,54.56,45.82,30.62,44.57,42.47
12/11/2015,#N/A N/A,78.06,49.48,60.46,19.0418,70.3,52.61,43.94,30.1382,42.8,41.79
12/18/2015,#N/A N/A,77.33,49.34,58.79,18.92,70.49,51.74,42.27,30.35,42.17,42.51
12/25/2015,#N/A N/A,78.48,50.87,61.57,19.4965,72.45,53.46,44.11,31.01,43.25,43.47
1/1/2016,#N/A N/A,78.1608,50.49,60.32,19.3504,72.03,53.01,43.42,31.184,42.83,43.28
1/8/2016,#N/A N/A,73.61,49.02,56.05,17.9456,68.02,49.72,40.06,30.11,40.09,43.11
1/15/2016,#N/A N/A,71.5,48.3,54.35,17.3934,66.87,48.647,38.25,29.25,39.34,43.41
1/22/2016,#N/A N/A,73.31,49.29,55.74,17.2797,67.85,48.64,38.51,29.48,40.38,43.8
1/29/2016,#N/A N/A,74.11,50.76,58.21,17.637,66.47,49.99,38.77,29.19,41.24,45.42
2/5/2016,#N/A N/A,70.16,49.63,55.94,17.0118,64.4,50.04,40.61,29.098,39.5,46.57
2/12/2016,#N/A N/A,69.79,50.07,55.28,16.6382,64.37,49.67,39.94,27.49,39.27,45.56
2/19/2016,#N/A N/A,72.74,50.84,56.81,17.0361,65.93,51.32,40.75,28.66,40.66,46.2
2/26/2016,#N/A N/A,74.83,51.09,57.23,17.3122,67.3,52.45,42.06,29.37,41.26,46.17
3/4/2016,#N/A N/A,76.72,52.04,60.96,18.0917,67.41,53.78,43.46,30.49,42.42,47.11
3/11/2016,#N/A N/A,77.3,52.45,62.36,18.2623,68.59,54.04,44.4,30.89,42.87,48.15
3/18/2016,#N/A N/A,78.09,52.65,63.49,18.4571,66.84,55.63,45.42,31.47,43.59,48.63
3/25/2016,#N/A N/A,77.55,52.32,61.84,18.1161,67.39,55.12,44.55,31.19,43.62,48.91
4/1/2016,#N/A N/A,79.43,53.62,61.06,18.4328,68.55,55.73,45.24,32.227,44.7,49.81
4/8/2016,#N/A N/A,77.87,53.41,62.37,17.905,69.35,54.71,44.52,32.02,43.89,48.85
4/15/2016,#N/A N/A,79.49,53.035,63.5392,18.5952,70.02,56.05,46.03,32.11,44.34,48.89
4/22/2016,#N/A N/A,79.46,51.96,67.04,19.123,71.87,56.41,47.21,31.4601,43.44,47.3492
4/29/2016,#N/A N/A,79.2,52.3,67.5,18.9281,69.7908,56.16,47.1,31.38,42.13,48.42
5/6/2016,#N/A N/A,79.28,53.24,65.27,18.782,69.18,55.64,46.16,32.53,42.25,48.83
5/13/2016,#N/A N/A,78.11,53.24,64.99,18.5789,69.14,55.05,45.95,32.021,42.21,49.39
5/20/2016,#N/A N/A,77.7,52.16,66.16,18.8469,69.69,55.03,46.28,31.2816,42.73,48.29
5/27/2016,#N/A N/A,79.32,53,67.13,19.3341,71.18,55.93,47.18,31.9053,44.1,48.83
6/3/2016,#N/A N/A,79.11,53.56,66.54,19.0905,72.29,55.99,47.66,32.0443,43.94,50.08
6/10/2016,#N/A N/A,78.49,54.13,67.37,18.8063,71.78,56.47,47.74,32.15,43.96,50.57
6/17/2016,#N/A N/A,77.93,53.47,66.89,18.3597,70.06,55.73,47.2,32.17,43.05,50.55
6/24/2016,#N/A N/A,76.15,53.1,66.78,17.9293,69.29,54.38,46.02,32.16,42.28,50.61
7/1/2016,#N/A N/A,78.87,54.89,68.6,18.4653,72.16,56.19,46.36,33.5701,43.47,52.48
7/8/2016,#N/A N/A,80.62,55.69,67.71,18.6114,73.69,57.23,46.96,33.928,44.13,52.54
7/15/2016,#N/A N/A,80.98,55.7,69.23,19.0986,74.08,58.69,48.78,34.179,45.01,52
7/22/2016,#N/A N/A,81.6,55.5,68.32,19.2286,74.99,58.29,48.66,34.6,45.83,52.76
7/29/2016,#N/A N/A,81.62,54.7,67.38,19.2042,75.2,58.04,48.69,34.678,46.45,52.12
8/5/2016,#N/A N/A,81.57,54.59,67.53,19.5046,75.25,58.31,48.77,33.94,47.05,50.73
8/12/2016,#N/A N/A,82,55.09,68.7,19.3747,74.78,58.56,48.42,33.88,47.11,50.9
8/19/2016,#N/A N/A,81.5,54.92,70.41,19.4965,74.36,59.02,48.99,33.24,47.02,50.27
8/26/2016,#N/A N/A,80.94,54.31,69.38,19.5777,73.07,58.66,48.73,33.1,47.05,49.15
9/2/2016,#N/A N/A,80.88,54.82,69.08,19.9513,72.65,58.93,49.25,33.59,47.35,49.63
9/9/2016,#N/A N/A,78.43,52.69,69.7,19.5209,71.51,57.12,47.44,32.16,46.16,48.46
9/16/2016,#N/A N/A,78.51,52.79,67.45,19.1798,72.11,56.61,46.76,31.91,47.21,49.26
9/23/2016,#N/A N/A,79.67,53.34,67.64,19.38,73.11,57.72,47.31,33.32,47.49,50.94
9/30/2016,#N/A N/A,80.04,53.21,70.61,19.3,72.11,58.38,47.75,32.77,47.78,48.99
10/7/2016,#N/A N/A,79.74,52.33,70.61,19.62,71.87,57.56,46.86,31.04,47.62,47.12
10/14/2016,#N/A N/A,78.89,52.37,69.8,19.42,69.62,57.23,46.32,31.42,47.37,47.75
10/21/2016,#N/A N/A,79.59,52.23,70.19,19.65,69.71,56.99,47.06,31.6,47.53,48
10/28/2016,#N/A N/A,78.04,52.67,69.37,19.77,67.78,57.1,46.73,30.53,47.44,48.46
11/4/2016,#N/A N/A,76.73,51.61,67.77,19.49,66.48,56.47,46.4,29.94,46.18,47.95
11/11/2016,#N/A N/A,79.72,50.54,69.46,21.67,70.49,61.05,48.15,29.57,46.73,46.03
11/18/2016,#N/A N/A,81.2,50.5,71.13,22.16,69.7,61.3,48.32,29.71,47.36,46.29
11/25/2016,#N/A N/A,82.98,51.22,72.72,22.41,69.48,62.71,49.56,30.06,48,47.16
12/2/2016,#N/A N/A,81.44,50.57,74.83,22.65,68.41,62.81,49.98,29.83,46.69,46.8
12/9/2016,#N/A N/A,84.31,52.04,76.6,23.75,68.85,63.98,51.5,30.97,48.65,47.96
12/16/2016,#N/A N/A,82.69,52.05,76.51,23.36,69.58,62.58,50.42,30.44,48.59,48.41
12/23/2016,#N/A N/A,82.45,52.06,76.35,23.58,69.46,62.99,50.27,30.33,48.97,48.61
12/30/2016,#N/A N/A,81.4,51.71,75.32,23.25,68.94,62.22,49.7,30.75,48.36,48.57
1/6/2017,#N/A N/A,83.32,52.12,75.89,23.54,70.95,63.14,50.62,31.4,49.4,48.83
1/13/2017,#N/A N/A,83.96,51.52,74.38,23.51,70.92,63.22,50.87,30.69,49.66,48.51
1/20/2017,#N/A N/A,83.93,52.58,74.54,23.15,69.84,63.44,51.09,30.9,49.8,48.64
1/27/2017,#N/A N/A,85.06,52.38,74.23,23.65,69.75,64.49,52.81,30.63,50.74,48.39
2/3/2017,#N/A N/A,84.49,53,73.4,23.72,71.42,63.62,52.08,30.93,50.69,48.9
2/10/2017,#N/A N/A,85.73,53.62,73.28,23.78,71.86,64.73,52.1,31.28,51.32,49.29
2/17/2017,#N/A N/A,86.61,54.46,71.97,24.47,73.66,65.89,52.3,31.4,52.19,49.57
2/24/2017,#N/A N/A,86.92,55.28,70.99,24.42,74.78,65.89,52.43,32.08,52.63,51.59
3/3/2017,#N/A N/A,87,55.14,71.99,24.97,75.8,66.32,52.66,31.86,52.86,51.52
3/10/2017,#N/A N/A,86.85,55.05,70.01,24.79,75.98,65.84,52.11,30.72,53.11,50.96
3/17/2017,#N/A N/A,87.36,54.98,69.8,24.45,75.16,65.68,52.34,31.1,53.34,51.23
3/24/2017,#N/A N/A,86.56,54.7,68.56,23.54,74.29,64.53,51.66,31.35,52.84,51.89
3/31/2017,#N/A N/A,87.95,54.58,69.9,23.73,74.36,65.06,52.41,31.6,53.31,51.31
4/7/2017,#N/A N/A,87.26,54.7,70.36,23.52,74.41,65.13,52.59,31.82,53.06,51.4
4/14/2017,#N/A N/A,86.55,54.84,69.31,22.9,73.98,64.02,51.31,32.07,52.37,51.68
4/21/2017,#N/A N/A,88.25,55,67.79,23.16,73.68,65.41,52.2,32.33,53.17,51.73
4/28/2017,#N/A N/A,90.06,55.18,67.84,23.53,75.5,66.34,53.07,31.65,54.38,51.7
5/5/2017,#N/A N/A,90.17,55.22,67.31,23.84,75.97,66.92,53.48,31.75,54.97,51.73
5/12/2017,#N/A N/A,89.88,54.96,67.75,23.56,75.28,66.3,52.61,31.36,55.56,51.73
5/19/2017,#N/A N/A,89.25,55.35,68.08,23.35,75.03,66.16,52.44,31.78,55.24,52.08
5/26/2017,#N/A N/A,90.74,56.5,66.61,23.61,75.89,67.41,52.93,32,56.38,53.4
6/2/2017,#N/A N/A,92.24,57.27,65.09,23.45,77.42,68.21,53.85,32.24,57.19,54.28
6/9/2017,#N/A N/A,90.37,56.67,66.42,24.29,77.52,67.91,54.63,32.18,56.02,53.67
6/16/2017,#N/A N/A,90.15,55.95,66.3,24.29,77.69,68.68,54.02,32.44,55.25,54.11
6/23/2017,#N/A N/A,89.52,55.49,64.38,23.89,80.47,68.01,53.85,32.49,56.3,53.21
6/30/2017,#N/A N/A,89.63,54.94,64.92,24.67,79.24,68.11,53.81,32.2,54.72,51.96
7/7/2017,#N/A N/A,89.2,54.51,64.01,25.05,79.22,68.66,54.14,31.71,55.01,51.49
7/14/2017,#N/A N/A,90.19,54.72,65.4,24.92,80.13,69.43,55.25,32.2,56.86,51.92
7/21/2017,#N/A N/A,91.13,55.08,65.11,24.8,80.99,68.78,55.26,32.44,57.47,53.29
7/28/2017,#N/A N/A,91.39,55.34,66.47,24.91,79.96,68.4,55.06,32.64,57.44,53.04
8/4/2017,#N/A N/A,91.03,55.02,65.64,25.39,79.48,68.88,54.58,32.59,57.61,53.78
8/11/2017,#N/A N/A,89.86,55.12,63.94,24.73,78.6,67.86,53.48,31.96,57.1,53.74
8/18/2017,#N/A N/A,88.25,55.2,62.32,24.62,78,67.15,53.71,32.06,57.07,54.5
8/25/2017,#N/A N/A,88.63,54.67,63,24.81,78.95,67.5,54.43,32.8,57.7,55.14
9/1/2017,#N/A N/A,90.07,54.97,63.58,24.77,81.23,68.52,55.43,32.92,58.78,54.8
9/8/2017,#N/A N/A,89.17,55.09,64.4,24.1,82.54,68.27,55.01,33.2,58.03,55.36
9/15/2017,#N/A N/A,89.63,55.22,65.84,24.77,82.59,69.39,56.07,33.05,58.74,54.75
9/22/2017,#N/A N/A,89.54,53.92,67.2,25.43,81.58,70.75,56.55,32.11,58.52,53.23
9/29/2017,#N/A N/A,90.08,53.98,68.48,25.86,81.73,71,56.8,32.24,59.1,53.05
10/6/2017,#N/A N/A,91.72,53.81,68.07,26.35,82.89,71.94,57.9,32.4,59.95,53.43
10/13/2017,#N/A N/A,91.22,54.57,68.14,26.13,82.42,72.06,58.35,33.02,60.5,54.15
10/20/2017,#N/A N/A,91.36,53.9,67.77,26.64,83.88,72.96,58.74,32.73,61.1,54.86
10/27/2017,#N/A N/A,92.4,53.1,67.34,26.78,82.14,72.32,59.12,32.19,62.54,55.05
11/3/2017,#N/A N/A,91.7,53.14,68.68,26.78,81.61,71.83,58.83,32.75,63.49,55.21
11/10/2017,#N/A N/A,92.37,54.28,69.66,26.08,81.2,71.06,58.11,33.81,63.5,55.51
11/17/2017,#N/A N/A,93.54,54.76,67.43,26.16,81.24,70.5,58.31,33.56,63.35,55.81
11/24/2017,#N/A N/A,94.63,54.77,67.88,26.22,81.77,71.41,58.84,33.67,64.5,55.88
12/1/2017,#N/A N/A,96.61,56.19,69.68,27.58,83.3,73.59,59.07,33.51,63.51,56.41
12/8/2017,#N/A N/A,97.25,56.59,69.28,28.01,83.01,74.69,59.43,33.2,63.6,55.87
12/15/2017,#N/A N/A,97.97,56.88,68.72,27.81,83.71,74.52,59.08,33.19,64.56,55.02
12/22/2017,#N/A N/A,98.98,56.87,71.97,28.05,82.91,75.4,60.34,32.42,64.54,52.45
12/29/2017,#N/A N/A,98.69,56.89,72.26,27.91,82.68,75.67,60.53,32.94,63.95,52.68
1/5/2018,#N/A N/A,101.78,56.93,74.97,28.41,85.25,77.62,62.86,32.27,66.3,51.33
1/12/2018,#N/A N/A,105.03,56.65,77.42,29.23,86.82,80.17,63.39,31.19,66.81,50.26
1/19/2018,#N/A N/A,105.6,58.03,76.38,29.54,88.44,79.69,63.28,31.44,67.8,49.99
1/26/2018,#N/A N/A,109,58.71,77.51,30.17,91.54,80.66,64.09,32.16,69.19,51.04
2/2/2018,#N/A N/A,105.59,56.47,72.46,29.36,86.89,77.99,60.46,31.36,66.48,49.88
2/9/2018,#N/A N/A,100.83,53.71,66.67,27.68,82.1,73.81,58.42,30.09,63.53,48.56
2/16/2018,#N/A N/A,104.79,55.6,68.12,28.98,85.41,77.29,60.48,30.68,67.18,50.12
2/23/2018,#N/A N/A,105.91,54.35,68.8,29.12,85.33,77.68,61.29,30.7,68.29,50.35
3/2/2018,#N/A N/A,103.05,53.74,66.95,28.44,83.64,75.13,58.96,29.86,67.68,48.94
3/9/2018,#N/A N/A,106.24,54.6,68.45,29.7,86.51,78.45,61.32,30.97,70.51,49.4
3/16/2018,#N/A N/A,105.18,53.25,67.31,28.87,85.39,76.58,59.15,31.26,69.61,50.25
3/23/2018,#N/A N/A,100.18,50.86,66.77,26.82,79.67,72.74,56.02,30.07,64.28,49.06
3/30/2018,#N/A N/A,101.29,52.63,67.41,27.57,81.4,74.29,56.94,31.08,65.42,50.53
4/6/2018,#N/A N/A,100.68,52.42,67.35,27.17,79.88,72.77,56.51,30.88,64.05,50.42
4/13/2018,#N/A N/A,101.22,52.59,71.41,27.46,81.87,73.99,58.11,30.54,66.32,49.79
4/20/2018,#N/A N/A,102.98,50.49,73.3,27.88,82.09,75.6,59,30.22,66.21,50.3
4/27/2018,#N/A N/A,104.11,50.77,73.82,27.7,83.54,73.19,57.76,31.01,65.89,51.71
5/4/2018,#N/A N/A,104.02,49.69,73.85,27.27,81,72.26,57.8,31.31,67.62,51.51
5/11/2018,#N/A N/A,104.89,49.54,76.73,28.26,83.03,74.71,58.89,31.53,69.88,50.38
5/18/2018,#N/A N/A,104.87,49.54,78.11,27.95,83.2,75.33,59.86,30.56,68.87,48.99
5/25/2018,#N/A N/A,106.13,49.88,74.58,27.85,82.94,75.69,59.01,31.19,69.75,50.5
6/1/2018,#N/A N/A,106.54,49.66,76.38,27.48,83.36,75.26,59.07,31.71,71.09,50.21
6/8/2018,#N/A N/A,109.92,50.83,76.9,28.08,85.04,76.44,60.83,32.06,71.68,48.69
6/15/2018,#N/A N/A,112.11,51.54,74.17,27.47,85.46,75.12,59.73,31.49,71.72,49.54
6/22/2018,50.49,111.32,51.63,75.15,27.07,84.93,72.61,58.52,32.31,70.8,50.75
6/29/2018,49.53,109.3,51.53,75.94,26.59,83.46,71.63,58.07,32.71,69.47,51.96
7/6/2018,50.77,110.3,52.22,75.67,26.67,86.01,72.16,58.45,33.28,71.06,53.17
7/13/2018,51.69,112.59,52.74,76.26,26.98,87.4,73.75,58.58,33,72.54,52.54
7/20/2018,50.87,112.15,52.86,74.89,27.56,86.76,74.44,58.29,32.5,72.55,52.29
7/27/2018,48.91,111.64,53.38,76.63,28.13,87.96,76.01,59.3,32.45,71.85,52.64
8/3/2018,48.91,111.86,54.29,75.24,28.12,89.81,75.85,59.29,33.54,72.72,53.3
8/10/2018,49.27,112.72,53.24,75.29,27.97,89.63,75.07,58.68,32.93,73.03,52.99
8/17/2018,48.61,112.51,55.02,72.61,28.17,91.09,76.28,58.43,33.92,73.15,54.52
8/24/2018,49.44,114.89,54.06,74.54,28.24,91.89,76.72,59.13,33.59,74.28,53.73
8/31/2018,49.18,116.95,53.78,74.44,28.33,92.78,77.1,59.27,33.85,75.6,53.47
9/7/2018,47.68,115.58,54.37,72.8,28.33,92.55,77.59,58.98,33.44,73.58,54.1
